День,Название группы,№ Группы,Тип условия показа,Ключевая фраза,Условие подбора аудитории,Условие подбора аудитории,Название корректировки,Корректировки,Поисковый запрос,Категория запроса,Упоминания брендов в запросах,Тип соответствия,Подобранная фраза,№ Объявления,Заголовок,Статус объявления,Тип объявления,Текст,Ссылка,Путь до изображения,Название файла изображения,Идентификатор видео,Путь до превью видео,Формат,Источник текста,Название товара или каталога,Производитель товара,Категория товара,Тип площадки,Вид размещения,Тематика телеграм-канала,Тип устройства,Тип операционной системы,Тип связи,Пол,Возраст,Уровень платежеспособности,Уровень трат в категории,"Расход, ₽",Показы,Клики,Конверсии,"CR, %","CPA, ₽","CTR, %","CPC, ₽",Взвешенные показы,"Взвешенный CTR, %",Ср. объём трафика,Ср. позиция показа,Ср. позиция клика,"Отказы, %",Глубина просмотра
19.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в карелии,Широкие запросы,Запросы без упоминания брендов,-,,1918830392081206022,Барабулька и ставрида - сезон рыбалки,Активные,Комбинаторное,"Не бронируйте весь катер - место в группе 2800 ₽, катамаран ""Моряк Попай"", до 8 чел.",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.58,0.00,57.85,4.00,-,-,-
19.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в краснодаре,Широкие запросы,Запросы без упоминания брендов,-,,1918830392081206022,3 часа рыбалки в море - слоты каждый день,Активные,Комбинаторное,"Групповая морская рыбалка на катамаране ""Моряк Попай"", 2800 ₽/чел. и 3 часа в море",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,25-34 года,2–5%,Не определено,0.00,2,0,0,-,-,0.00,-,0.92,0.00,46.22,6.00,-,-,-
19.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в краснодарском крае,Широкие запросы,Запросы без упоминания брендов,-,,1918830392081206022,3 часа рыбалки в море - слоты каждый день,Активные,Комбинаторное,"Групповая морская рыбалка на катамаране ""Моряк Попай"", 2800 ₽/чел. и 3 часа в море",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,18-24 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.92,0.00,92.34,1.00,-,-,-
19.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в краснодарском крае,Широкие запросы,Запросы без упоминания брендов,-,,1918830392081206022,Морская рыбалка - катамаран "Моряк Попай",Активные,Комбинаторное,"Групповая морская рыбалка на катамаране ""Моряк Попай"", 2800 ₽/чел. и 3 часа в море",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,18-24 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,5.00,-,-,-
19.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в краснодарском крае 2026,Широкие запросы,Запросы без упоминания брендов,-,,1918830392081206022,Групповая рыбалка в Сириусе - до 8 человек,Активные,Комбинаторное,"Рыбалка в Сириусе с катамарана. 2800 ₽, 3 часа в море, слоты 07:30/10:30/13:30/16:30",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,2,0,0,-,-,0.00,-,0.17,0.00,8.50,5.00,-,-,-
19.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в краснодарском крае карта,Широкие запросы,Запросы без упоминания брендов,-,,1918830392081206022,Барабулька и ставрида - сезон рыбалки,Активные,Комбинаторное,"Рыбалка в Сириусе с катамарана. 2800 ₽, 3 часа в море, слоты 07:30/10:30/13:30/16:30",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,18-24 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.47,0.00,46.71,3.00,-,-,-
19.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в краснодарском крае с домиками,Широкие запросы,Запросы без упоминания брендов,-,,1918830392081206022,Барабулька и ставрида - сезон рыбалки,Активные,Комбинаторное,"Групповая морская рыбалка на катамаране ""Моряк Попай"", 2800 ₽/чел. и 3 часа в море",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.03,0.00,102.90,2.00,-,-,-
19.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в краснодарском крае с домиками,Широкие запросы,Запросы без упоминания брендов,-,,1918830392081206022,Групповая рыбалка в Сочи - 2800 ₽ / чел.,Активные,Комбинаторное,"Рыбалка в Сириусе с катамарана. 2800 ₽, 3 часа в море, слоты 07:30/10:30/13:30/16:30",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Спецразмещение,Не определено,Планшеты,Android,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,1.00,-,-,-
19.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в краснодарском крае с домиками,Широкие запросы,Запросы без упоминания брендов,-,,1918830392081206022,Морская рыбалка - катамаран "Моряк Попай",Активные,Комбинаторное,"Групповая морская рыбалка на катамаране ""Моряк Попай"", 2800 ₽/чел. и 3 часа в море",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,5.00,-,-,-
19.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в ленинградской области,Широкие запросы,Запросы без упоминания брендов,-,,1918830392081206022,3 часа рыбалки в море - слоты каждый день,Активные,Комбинаторное,"Групповая морская рыбалка на катамаране ""Моряк Попай"", 2800 ₽/чел. и 3 часа в море",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,5.00,-,-,-
19.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в ленинградской области,Широкие запросы,Запросы без упоминания брендов,-,,1918830392081206022,Барабулька и ставрида - сезон рыбалки,Активные,Комбинаторное,"Групповая морская рыбалка на катамаране ""Моряк Попай"", 2800 ₽/чел. и 3 часа в море",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Женский,35-44 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.03,0.00,102.96,2.00,-,-,-
19.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в ленобласти с проживанием в домиках недорого,Целевые запросы,Запросы без упоминания брендов,-,,1918830392081206022,3 часа рыбалки в море - слоты каждый день,Активные,Комбинаторное,"Не бронируйте весь катер - место в группе 2800 ₽, катамаран ""Моряк Попай"", до 8 чел.",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.69,0.00,68.60,4.00,-,-,-
19.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в ленобласти с проживанием в домиках недорого на карте,Целевые запросы,Запросы без упоминания брендов,-,,1918830392081206022,3 часа рыбалки в море - слоты каждый день,Активные,Комбинаторное,"Не бронируйте весь катер - место в группе 2800 ₽, катамаран ""Моряк Попай"", до 8 чел.",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.05,0.00,105.04,3.00,-,-,-
19.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в москве,Широкие запросы,Запросы без упоминания брендов,-,,1918830392081206022,3 часа рыбалки в море - слоты каждый день,Активные,Комбинаторное,"Групповая морская рыбалка на катамаране ""Моряк Попай"", 2800 ₽/чел. и 3 часа в море",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Женский,35-44 года,6–10%,Не определено,0.00,1,0,0,-,-,0.00,-,0.53,0.00,53.27,4.00,-,-,-
19.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в мурманске и области,Широкие запросы,Запросы без упоминания брендов,-,,1918830392081206022,3 часа рыбалки в море - слоты каждый день,Активные,Комбинаторное,"Групповая морская рыбалка на катамаране ""Моряк Попай"", 2800 ₽/чел. и 3 часа в море",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,5.00,-,-,-
19.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в открытом море сочи,Широкие запросы,Запросы без упоминания брендов,-,,1918830392081206022,Групповая рыбалка в Сочи - 2800 ₽ / чел.,Активные,Комбинаторное,"Групповая морская рыбалка на катамаране ""Моряк Попай"", 2800 ₽/чел. и 3 часа в море",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Не определен,Не определен,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.65,0.00,65.21,4.00,-,-,-
19.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в открытом море сочи,Широкие запросы,Запросы без упоминания брендов,-,,1918830392081206022,Групповая рыбалка в Сочи - 2800 ₽ / чел.,Активные,Комбинаторное,"Групповая морская рыбалка на катамаране ""Моряк Попай"", 2800 ₽/чел. и 3 часа в море",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,45-54 года,6–10%,Не определено,0.00,1,0,0,-,-,0.00,-,0.87,0.00,86.74,1.00,-,-,-
19.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в охотском море,Широкие запросы,Запросы без упоминания брендов,-,,1918830392081206022,Морская рыбалка - катамаран "Моряк Попай",Активные,Комбинаторное,"Групповая морская рыбалка на катамаране ""Моряк Попай"", 2800 ₽/чел. и 3 часа в море",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,25-34 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.66,0.00,65.87,1.00,-,-,-
19.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в охотском море,Широкие запросы,Запросы без упоминания брендов,-,,1918830392081206022,Морская рыбалка - катамаран "Моряк Попай",Активные,Комбинаторное,"Групповая морская рыбалка на катамаране ""Моряк Попай"", 2800 ₽/чел. и 3 часа в море",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Женский,35-44 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
19.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в подмосковье,Широкие запросы,Запросы без упоминания брендов,-,,1918830392081206022,3 часа рыбалки в море - слоты каждый день,Активные,Комбинаторное,"Групповая морская рыбалка на катамаране ""Моряк Попай"", 2800 ₽/чел. и 3 часа в море",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,25-34 года,Топ 1%,Не определено,0.00,1,1,0,0.00,-,100.00,0.00,0.55,180.54,55.39,5.00,5.00,0.00,1.00
19.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в подмосковье,Широкие запросы,Запросы без упоминания брендов,-,,1918830392081206022,3 часа рыбалки в море - слоты каждый день,Активные,Комбинаторное,"Групповая морская рыбалка на катамаране ""Моряк Попай"", 2800 ₽/чел. и 3 часа в море",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.97,0.00,97.16,1.00,-,-,-
19.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в подмосковье,Широкие запросы,Запросы без упоминания брендов,-,,1918830392081206022,3 часа рыбалки в море - слоты каждый день,Активные,Комбинаторное,"Групповая морская рыбалка на катамаране ""Моряк Попай"", 2800 ₽/чел. и 3 часа в море",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,45-54 года,6–10%,Не определено,0.00,1,0,0,-,-,0.00,-,0.77,0.00,76.90,2.00,-,-,-
19.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в подмосковье,Широкие запросы,Запросы без упоминания брендов,-,,1918830392081206022,3 часа рыбалки в море - слоты каждый день,Активные,Комбинаторное,"Групповая морская рыбалка на катамаране ""Моряк Попай"", 2800 ₽/чел. и 3 часа в море",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,25-34 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.66,0.00,66.45,4.00,-,-,-
19.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в подмосковье,Широкие запросы,Запросы без упоминания брендов,-,,1918830392081206022,3 часа рыбалки в море - слоты каждый день,Активные,Комбинаторное,"Групповая морская рыбалка на катамаране ""Моряк Попай"", 2800 ₽/чел. и 3 часа в море",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.75,0.00,74.58,6.00,-,-,-
19.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в подмосковье,Широкие запросы,Запросы без упоминания брендов,-,,1918830392081206022,3 часа рыбалки в море - слоты каждый день,Активные,Комбинаторное,"Не бронируйте весь катер - место в группе 2800 ₽, катамаран ""Моряк Попай"", до 8 чел.",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.74,0.00,73.94,3.00,-,-,-
19.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в подмосковье,Широкие запросы,Запросы без упоминания брендов,-,,1918830392081206022,3 часа рыбалки в море - слоты каждый день,Активные,Комбинаторное,"Не бронируйте весь катер - место в группе 2800 ₽, катамаран ""Моряк Попай"", до 8 чел.",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.17,0.00,116.71,5.00,-,-,-
19.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в подмосковье,Широкие запросы,Запросы без упоминания брендов,-,,1918830392081206022,3 часа рыбалки в море - слоты каждый день,Активные,Комбинаторное,"Не бронируйте весь катер - место в группе 2800 ₽, катамаран ""Моряк Попай"", до 8 чел.",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.90,0.00,89.90,6.00,-,-,-
19.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в самаре,Широкие запросы,Запросы без упоминания брендов,-,,1918830392081206022,3 часа рыбалки в море - слоты каждый день,Активные,Комбинаторное,"Групповая морская рыбалка на катамаране ""Моряк Попай"", 2800 ₽/чел. и 3 часа в море",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,0.00,2,0,0,-,-,0.00,-,1.72,0.00,85.80,2.00,-,-,-
19.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в самаре,Широкие запросы,Запросы без упоминания брендов,-,,1918830392081206022,3 часа рыбалки в море - слоты каждый день,Активные,Комбинаторное,"Групповая морская рыбалка на катамаране ""Моряк Попай"", 2800 ₽/чел. и 3 часа в море",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,6–10%,Не определено,0.00,1,0,0,-,-,0.00,-,1.02,0.00,102.18,2.00,-,-,-
19.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в самаре,Широкие запросы,Запросы без упоминания брендов,-,,1918830392081206022,3 часа рыбалки в море - слоты каждый день,Активные,Комбинаторное,"Групповая морская рыбалка на катамаране ""Моряк Попай"", 2800 ₽/чел. и 3 часа в море",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,0.00,5,0,0,-,-,0.00,-,2.22,0.00,44.48,5.40,-,-,-
19.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в самаре и самарской области,Широкие запросы,Запросы без упоминания брендов,-,,1918830392081206022,3 часа рыбалки в море - слоты каждый день,Активные,Комбинаторное,"Групповая морская рыбалка на катамаране ""Моряк Попай"", 2800 ₽/чел. и 3 часа в море",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Женский,45-54 года,6–10%,Не определено,0.00,1,0,0,-,-,0.00,-,0.76,0.00,76.06,6.00,-,-,-
19.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в саратове,Широкие запросы,Запросы без упоминания брендов,-,,1918830392081206022,3 часа рыбалки в море - слоты каждый день,Активные,Комбинаторное,"Групповая морская рыбалка на катамаране ""Моряк Попай"", 2800 ₽/чел. и 3 часа в море",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Женский,25-34 года,6–10%,Не определено,0.00,1,0,0,-,-,0.00,-,0.09,0.00,8.50,5.00,-,-,-
19.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в северодвинске куда сходить,Целевые запросы,Запросы без упоминания брендов,-,,1918830392081206022,3 часа рыбалки в море - слоты каждый день,Активные,Комбинаторное,"Не бронируйте весь катер - место в группе 2800 ₽, катамаран ""Моряк Попай"", до 8 чел.",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,1,1,0,0.00,-,100.00,0.00,0.77,130.23,76.79,5.00,5.00,0.00,1.00
19.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в сочи,Целевые запросы,Запросы без упоминания брендов,-,,1918830392081206022,Групповая рыбалка в Сочи - 2800 ₽ / чел.,Активные,Комбинаторное,"Не бронируйте весь катер - место в группе 2800 ₽, катамаран ""Моряк Попай"", до 8 чел.",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Карты,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.17,0.00,17.18,3.00,-,-,-
