День,Название группы,№ Группы,Тип условия показа,Ключевая фраза,Условие подбора аудитории,Условие подбора аудитории,Название корректировки,Корректировки,Поисковый запрос,Категория запроса,Упоминания брендов в запросах,Тип соответствия,№ Объявления,Тип объявления,Заголовок,Текст,Статус объявления,Ссылка,Путь до изображения,Название файла изображения,Идентификатор видео,Путь до превью видео,Формат,Источник текста,Тип площадки,Вид размещения,Тематика телеграм-канала,Тип устройства,Тип операционной системы,Тип связи,Подобранная фраза,Пол,Возраст,Уровень платежеспособности,Уровень трат в категории,Производитель устройства,Версия ОС устройства,"Расход, ₽",Показы,Клики,Конверсии,"CR, %","CPA, ₽","CTR, %","CPC, ₽",Взвешенные показы,"Взвешенный CTR, %",Ср. объём трафика,Ср. позиция показа,Ср. позиция клика,"Отказы, %",Глубина просмотра
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,,Не определено,-,-,1917273842242919470,Комбинаторное,"Прогулка к дельфинам, скидка утром, Сириус","Утром дельфины подплывают ближе. Минимум 2 часа, скидка 500 ₽ на каждый час.",Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},http://direct.yandex.ru/images/direct/4459775/ThiHXK3GW2vDvAoH5jHVUw,дельфины 01.jpg,1154120975,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20337493/b8bd58a7-012c-4919-8a5f-78d4a05490b2/orig,Текстово-графический,Оригинальный,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,,Женский,Старше 55,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,,Не определено,-,-,1917273842242919470,Комбинаторное,"Прогулка к дельфинам, скидка утром, Сириус","Утром дельфины подплывают ближе. Минимум 2 часа, скидка 500 ₽ на каждый час.",Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},http://direct.yandex.ru/images/direct/4459775/ThiHXK3GW2vDvAoH5jHVUw,дельфины 01.jpg,1154120975,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20337493/b8bd58a7-012c-4919-8a5f-78d4a05490b2/orig,Текстово-графический,Оригинальный,Сети,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,,Мужской,25-34 года,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,,Не определено,-,-,1917273842242919470,Комбинаторное,"Прогулка к дельфинам, скидка утром, Сириус",Яхта "Сириус". Скидка с 6:00 до 12:00 - 15 000 ₽ за 2 часа. Капитан знает дельфинов.,Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},http://direct.yandex.ru/images/direct/4459775/ThiHXK3GW2vDvAoH5jHVUw,дельфины 01.jpg,1154120975,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20337493/b8bd58a7-012c-4919-8a5f-78d4a05490b2/orig,Текстово-графический,Оригинальный,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,,Мужской,18-24 года,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,,Не определено,-,-,1917273842242919470,Комбинаторное,"Прогулка к дельфинам, скидка утром, Сириус",Яхта "Сириус". Скидка с 6:00 до 12:00 - 15 000 ₽ за 2 часа. Капитан знает дельфинов.,Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},http://direct.yandex.ru/images/direct/4459775/ThiHXK3GW2vDvAoH5jHVUw,дельфины 01.jpg,1154120975,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20337493/b8bd58a7-012c-4919-8a5f-78d4a05490b2/orig,Текстово-графический,Оригинальный,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,,Женский,45-54 года,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,,Не определено,-,-,1917273842242919470,Комбинаторное,"Прогулка к дельфинам, скидка утром, Сириус",Яхта "Сириус". Скидка с 6:00 до 12:00 - 15 000 ₽ за 2 часа. Капитан знает дельфинов.,Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},http://direct.yandex.ru/images/direct/4459775/ThiHXK3GW2vDvAoH5jHVUw,дельфины 01.jpg,1154120975,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20337493/b8bd58a7-012c-4919-8a5f-78d4a05490b2/orig,Текстово-графический,Оригинальный,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,,Женский,Старше 55,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,beach club сириус,Альтернативные запросы,Запросы без упоминания брендов,-,1917273842242919470,Комбинаторное,Катер «Сириус» - утро с дельфинами,Скидка 500 ₽ за каждый час (до 12:00). Яхта «Сириус» и дельфины без посредников :),Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,,Мужской,35-44 года,2–5%,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.73,0.00,73.47,1.00,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,sochi discovery world aquarium сочи,Альтернативные запросы,Запросы без упоминания брендов,-,1917273842242919470,Комбинаторное,Утром в море — дельфины рядом с яхтой,"Утром дельфины подплывают ближе. Минимум 2 часа, скидка 500 ₽ на каждый час.",Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Карты,Не определено,Смартфоны,iOS,Wi-Fi,,Женский,18-24 года,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.33,0.00,33.04,2.00,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,адлер парк,Альтернативные запросы,Запросы без упоминания брендов,-,1917273842242919470,Комбинаторное,Утром в море — дельфины рядом с яхтой,"Утром дельфины подплывают ближе. Минимум 2 часа, скидка 500 ₽ на каждый час.",Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Карты,Не определено,Смартфоны,Android,Wi-Fi,,Женский,45-54 года,Топ 1%,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.17,0.00,17.18,3.00,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,адлер сириус комета,Альтернативные запросы,Запросы без упоминания брендов,-,1917273842242919470,Комбинаторное,Утром в море — дельфины рядом с яхтой,"Утром дельфины подплывают ближе. Минимум 2 часа, скидка 500 ₽ на каждый час.",Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Карты,Не определено,Смартфоны,Android,Wi-Fi,,Мужской,25-34 года,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,1.00,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,адлеровский маяк,Альтернативные запросы,Запросы без упоминания брендов,-,1917273842242919470,Комбинаторное,"Прогулка к дельфинам, скидка утром, Сириус","Утром дельфины подплывают ближе. Минимум 2 часа, скидка 500 ₽ на каждый час.",Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Карты,Не определено,Смартфоны,iOS,Wi-Fi,,Женский,45-54 года,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,1.00,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,аренда катера в сочи,Широкие запросы,Запросы без упоминания брендов,-,1917273842242919470,Комбинаторное,Аренда катера в Сириусе - прогулка к дельфинам,Скидка 500 ₽ за каждый час (до 12:00). Яхта «Сириус» и дельфины без посредников :),Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Карты,Не определено,Смартфоны,Android,Wi-Fi,,Мужской,35-44 года,Остальные,Не определено,-,-,0.00,2,0,0,-,-,0.00,-,1.08,0.00,54.02,3.00,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,аренда яхты сириус,Целевые запросы,Запросы без упоминания брендов,-,1917273842242919470,Комбинаторное,Заголовок из контента поискового сниппета или настроек объявления,Текст из контента поискового сниппета или настроек объявления,Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Динамические места на поиске,Не определено,Смартфоны,Android,Wi-Fi,,Мужской,25-34 года,2–5%,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.43,0.00,42.62,3.00,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,буран сириус,Альтернативные запросы,Запросы без упоминания брендов,-,1917273842242919470,Комбинаторное,Катер «Сириус» - утро с дельфинами,Яхта "Сириус". Скидка с 6:00 до 12:00 - 15 000 ₽ за 2 часа. Капитан знает дельфинов.,Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Карты,Не определено,Смартфоны,Android,Wi-Fi,,Мужской,25-34 года,2–5%,Не определено,-,-,0.00,3,0,0,-,-,0.00,-,1.66,0.00,55.36,1.67,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,буран сириус,Альтернативные запросы,Запросы без упоминания брендов,-,1917273842242919470,Комбинаторное,"Лучшее время увидеть дельфинов - утро, яхта, Сириус",Яхта "Сириус". Скидка с 6:00 до 12:00 - 15 000 ₽ за 2 часа. Капитан знает дельфинов.,Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Карты,Не определено,Смартфоны,Android,Wi-Fi,,Мужской,25-34 года,2–5%,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.17,0.00,17.18,3.00,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,водная прогулка по ущелью в абхазии,Альтернативные запросы,Запросы без упоминания брендов,-,17729439012,Комбинаторное,Утром к дельфинам — Адлер / Сириус. Бронь от 2 часов,Морская прогулка на катере с капитаном. Лучшее время увидеть дельфинов — утро.,Активные,https://boat-sochi.ru/delfin?utm_content=dolphin&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Карты,Не определено,Смартфоны,iOS,Wi-Fi,,Мужской,35-44 года,Остальные,Не определено,-,-,0.00,2,0,0,-,-,0.00,-,1.11,0.00,55.47,2.50,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,водная прогулка по ущелью в абхазии,Альтернативные запросы,Запросы без упоминания брендов,-,1917273842242919470,Комбинаторное,"Прогулка к дельфинам, скидка утром, Сириус",Яхта "Сириус". Скидка с 6:00 до 12:00 - 15 000 ₽ за 2 часа. Капитан знает дельфинов.,Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Карты,Не определено,Смартфоны,iOS,Wi-Fi,,Мужской,35-44 года,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,1.00,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,выезд в море к дельфинам,Целевые запросы,Запросы без упоминания брендов,-,1917273842242919470,Комбинаторное,Утром в море — дельфины рядом с яхтой,"Утром дельфины подплывают ближе. Минимум 2 часа, скидка 500 ₽ на каждый час.",Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,,Мужской,25-34 года,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.09,0.00,8.50,5.00,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,дендропарк адлере,Альтернативные запросы,Запросы без упоминания брендов,-,1917273842242919470,Комбинаторное,"Прогулка к дельфинам, скидка утром, Сириус","Утром дельфины подплывают ближе. Минимум 2 часа, скидка 500 ₽ на каждый час.",Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Карты,Не определено,Смартфоны,Android,Wi-Fi,,Мужской,25-34 года,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.14,0.00,13.50,9.00,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,катамараны в адлере,Альтернативные запросы,Запросы без упоминания брендов,-,1917273842242919470,Комбинаторное,Аренда катера в Сириусе - прогулка к дельфинам,Скидка 500 ₽ за каждый час (до 12:00). Яхта «Сириус» и дельфины без посредников :),Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Карты,Не определено,Смартфоны,Android,Wi-Fi,,Мужской,35-44 года,6–10%,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,1.00,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,краснодарский край сочи парк дендрарий,Альтернативные запросы,Запросы без упоминания брендов,-,1917273842242919470,Комбинаторное,"Прогулка к дельфинам, скидка утром, Сириус","Утром дельфины подплывают ближе. Минимум 2 часа, скидка 500 ₽ на каждый час.",Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Карты,Не определено,Смартфоны,Android,Wi-Fi,,Женский,35-44 года,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,1.00,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,морвокзал,Широкие запросы,Запросы без упоминания брендов,-,1917273842242919470,Комбинаторное,Утром в море — дельфины рядом с яхтой,"Утром дельфины подплывают ближе. Минимум 2 часа, скидка 500 ₽ на каждый час.",Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Карты,Не определено,Смартфоны,iOS,Wi-Fi,,Мужской,25-34 года,2–5%,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,1.00,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,морские прогулки сириус,Целевые запросы,Запросы без упоминания брендов,-,1917273842242919470,Комбинаторное,Заголовок из контента поискового сниппета или настроек объявления,Текст из контента поискового сниппета или настроек объявления,Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Динамические места на поиске,Не определено,Смартфоны,Android,Wi-Fi,,Мужской,45-54 года,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.44,0.00,43.54,3.00,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,музей сталина сочи,Альтернативные запросы,Запросы без упоминания брендов,-,1917273842242919470,Комбинаторное,"Лучшее время увидеть дельфинов - утро, яхта, Сириус",Яхта "Сириус". Скидка с 6:00 до 12:00 - 15 000 ₽ за 2 часа. Капитан знает дельфинов.,Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Карты,Не определено,Смартфоны,iOS,Wi-Fi,,Женский,35-44 года,Топ 1%,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.17,0.00,17.18,3.00,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,обезьяний питомник адлер,Альтернативные запросы,Запросы без упоминания брендов,-,1917273842242919470,Комбинаторное,"Прогулка к дельфинам, скидка утром, Сириус","Утром дельфины подплывают ближе. Минимум 2 часа, скидка 500 ₽ на каждый час.",Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Карты,Не определено,Смартфоны,Android,Wi-Fi,,Мужской,18-24 года,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.11,0.00,10.94,4.00,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,парк 33 водопада,Альтернативные запросы,Запросы без упоминания брендов,-,1917273842242919470,Комбинаторное,"Лучшее время увидеть дельфинов - утро, яхта, Сириус",Яхта "Сириус". Скидка с 6:00 до 12:00 - 15 000 ₽ за 2 часа. Капитан знает дельфинов.,Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Карты,Не определено,Смартфоны,Android,Wi-Fi,,Мужской,25-34 года,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.33,0.00,33.04,2.00,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,парк аттракционов федеральная территория сириус,Альтернативные запросы,Запросы без упоминания брендов,-,1917273842242919470,Комбинаторное,Утром в море — дельфины рядом с яхтой,"Утром дельфины подплывают ближе. Минимум 2 часа, скидка 500 ₽ на каждый час.",Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Карты,Не определено,Смартфоны,iOS,Wi-Fi,,Женский,35-44 года,Остальные,Не определено,-,-,0.00,2,0,0,-,-,0.00,-,1.17,0.00,58.59,2.00,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,парк ривьера сочи,Альтернативные запросы,Запросы без упоминания брендов,-,1917273842242919470,Комбинаторное,"Лучшее время увидеть дельфинов - утро, яхта, Сириус",Яхта "Сириус". Скидка с 6:00 до 12:00 - 15 000 ₽ за 2 часа. Капитан знает дельфинов.,Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Карты,Не определено,Смартфоны,Android,Wi-Fi,,Мужской,Не определен,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.33,0.00,33.04,2.00,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,парк южные культуры,Альтернативные запросы,Запросы без упоминания брендов,-,1917273842242919470,Комбинаторное,"Прогулка к дельфинам, скидка утром, Сириус","Утром дельфины подплывают ближе. Минимум 2 часа, скидка 500 ₽ на каждый час.",Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Карты,Не определено,Смартфоны,Android,Wi-Fi,,Мужской,18-24 года,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,1.00,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,парк южные культуры,Альтернативные запросы,Запросы без упоминания брендов,-,1917273842242919470,Комбинаторное,"Прогулка к дельфинам, скидка утром, Сириус","Утром дельфины подплывают ближе. Минимум 2 часа, скидка 500 ₽ на каждый час.",Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Карты,Не определено,Смартфоны,Android,Wi-Fi,,Мужской,25-34 года,Остальные,Не определено,-,-,0.00,4,0,0,-,-,0.00,-,2.50,0.00,62.55,1.75,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,парк южные культуры,Альтернативные запросы,Запросы без упоминания брендов,-,1917273842242919470,Комбинаторное,"Прогулка к дельфинам, скидка утром, Сириус","Утром дельфины подплывают ближе. Минимум 2 часа, скидка 500 ₽ на каждый час.",Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Карты,Не определено,Смартфоны,Android,Wi-Fi,,Мужской,35-44 года,Остальные,Не определено,-,-,0.00,4,0,0,-,-,0.00,-,1.00,0.00,25.11,2.50,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,парк южные культуры,Альтернативные запросы,Запросы без упоминания брендов,-,1917273842242919470,Комбинаторное,"Прогулка к дельфинам, скидка утром, Сириус","Утром дельфины подплывают ближе. Минимум 2 часа, скидка 500 ₽ на каждый час.",Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Карты,Не определено,Смартфоны,Android,Wi-Fi,,Мужской,45-54 года,Остальные,Не определено,-,-,0.00,2,0,0,-,-,0.00,-,1.33,0.00,66.52,1.50,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,парк южные культуры,Альтернативные запросы,Запросы без упоминания брендов,-,1917273842242919470,Комбинаторное,"Прогулка к дельфинам, скидка утром, Сириус","Утром дельфины подплывают ближе. Минимум 2 часа, скидка 500 ₽ на каждый час.",Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Карты,Не определено,Смартфоны,Android,Wi-Fi,,Мужской,Старше 55,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.33,0.00,33.04,2.00,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,парк южные культуры,Альтернативные запросы,Запросы без упоминания брендов,-,1917273842242919470,Комбинаторное,"Прогулка к дельфинам, скидка утром, Сириус","Утром дельфины подплывают ближе. Минимум 2 часа, скидка 500 ₽ на каждый час.",Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Карты,Не определено,Смартфоны,Android,Wi-Fi,,Женский,45-54 года,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.17,0.00,17.18,3.00,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,парк южные культуры адлер,Альтернативные запросы,Запросы без упоминания брендов,-,1917273842242919470,Комбинаторное,"Прогулка к дельфинам, скидка утром, Сириус","Утром дельфины подплывают ближе. Минимум 2 часа, скидка 500 ₽ на каждый час.",Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Карты,Не определено,Смартфоны,Android,Wi-Fi,,Мужской,35-44 года,6–10%,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.33,0.00,33.04,2.00,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,парусные лодки,Широкие запросы,Запросы без упоминания брендов,-,1917273842242919470,Комбинаторное,Катер «Сириус» - утро с дельфинами,Скидка 500 ₽ за каждый час (до 12:00). Яхта «Сириус» и дельфины без посредников :),Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Карты,Не определено,Смартфоны,Android,Wi-Fi,,Мужской,25-34 года,6–10%,Не определено,-,-,0.00,2,1,0,0.00,-,50.00,0.00,1.33,75.17,66.52,1.50,1.00,100.00,1.00
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,причал чайка,Широкие запросы,Запросы без упоминания брендов,-,1917273842242919470,Комбинаторное,Катер «Сириус» - утро с дельфинами,Яхта "Сириус". Скидка с 6:00 до 12:00 - 15 000 ₽ за 2 часа. Капитан знает дельфинов.,Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Карты,Не определено,Смартфоны,iOS,Wi-Fi,,Женский,25-34 года,6–10%,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,1.00,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,прогулка на яхте сириус,Целевые запросы,Запросы без упоминания брендов,-,1917273842242919470,Комбинаторное,Заголовок из контента поискового сниппета или настроек объявления,Текст из контента поискового сниппета или настроек объявления,Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Динамические места на поиске,Не определено,Смартфоны,Android,Wi-Fi,,Мужской,25-34 года,2–5%,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.33,0.00,32.56,4.00,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,сириус прогулка на яхте,Целевые запросы,Запросы без упоминания брендов,-,1917273842242919470,Комбинаторное,Заголовок из контента поискового сниппета или настроек объявления,Текст из контента поискового сниппета или настроек объявления,Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Динамические места на поиске,Не определено,Смартфоны,Android,Wi-Fi,,Женский,35-44 года,6–10%,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.59,0.00,58.81,2.00,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,сириус сочи форния,Целевые запросы,Запросы без упоминания брендов,-,1917273842242919470,Комбинаторное,"Дельфины рядом с яхтой - лучшее время до 12 ч., Сириус",Скидка 500 ₽ за каждый час (до 12:00). Яхта «Сириус» и дельфины без посредников :),Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Карты,Не определено,Смартфоны,iOS,Wi-Fi,,Женский,35-44 года,Остальные,Не определено,-,-,0.00,2,0,0,-,-,0.00,-,2.00,0.00,100.00,1.00,-,-,-
11.08.2026,Утренняя акция - дельфины,5754860113,Автотаргетинг,,-,0,-,0,сириус сочи форния,Целевые запросы,Запросы без упоминания брендов,-,1917273842242919470,Комбинаторное,Катер «Сириус» - утро с дельфинами,"Утром дельфины подплывают ближе. Минимум 2 часа, скидка 500 ₽ на каждый час.",Активные,https://boat-sochi.ru/delfin?utm_content=dolphin01&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Карты,Не определено,Смартфоны,iOS,Wi-Fi,,Женский,35-44 года,Остальные,Не определено,-,-,0.00,2,0,0,-,-,0.00,-,2.00,0.00,100.00,1.00,-,-,-
