День,Название группы,№ Группы,Тип условия показа,Ключевая фраза,Условие подбора аудитории,Условие подбора аудитории,Название корректировки,Корректировки,Поисковый запрос,Категория запроса,Упоминания брендов в запросах,Тип соответствия,№ Объявления,Тип объявления,Заголовок,Текст,Статус объявления,Ссылка,Путь до изображения,Название файла изображения,Идентификатор видео,Путь до превью видео,Формат,Источник текста,Тип площадки,Вид размещения,Тематика телеграм-канала,Тип устройства,Тип операционной системы,Тип связи,Подобранная фраза,Пол,Возраст,Уровень платежеспособности,Уровень трат в категории,Производитель устройства,Версия ОС устройства,"Расход, ₽",Показы,Клики,Конверсии,"CR, %","CPA, ₽","CTR, %","CPC, ₽",Взвешенные показы,"Взвешенный CTR, %",Ср. объём трафика,Ср. позиция показа,Ср. позиция клика,"Отказы, %",Глубина просмотра
10.08.2026,Россия,5738069138,Фраза,аренда катера -сочи -сириус -адлер -имеретинка,-,0,-,0,аренда катера на павловке,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,17676642893,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=russia&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,,Мужской,18-24 года,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.30,0.00,29.68,3.00,-,-,-
10.08.2026,Россия,5738069138,Фраза,аренда катера -сочи -сириус -адлер -имеретинка,-,0,-,0,аренда катера рязань,Широкие запросы,Запросы без упоминания брендов,Пословное,17676642893,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=russia&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,,Женский,18-24 года,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,5.00,-,-,-
10.08.2026,Россия,5738069138,Фраза,аренда катера -сочи -сириус -адлер -имеретинка,-,0,-,0,аренда катера томск,Широкие запросы,Запросы без упоминания брендов,Семантическое,17676642893,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=russia&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,,Мужской,25-34 года,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.84,0.00,84.48,2.00,-,-,-
10.08.2026,Россия,5738069138,Фраза,аренда катера -сочи -сириус -адлер -имеретинка,-,0,-,0,аренда катера хабаровск,Широкие запросы,Запросы без упоминания брендов,Пословное,17676642893,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=russia&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,,Женский,35-44 года,2–5%,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.09,0.00,8.50,5.00,-,-,-
10.08.2026,Россия,5738069138,Фраза,аренда катера -сочи -сириус -адлер -имеретинка,-,0,-,0,аренда катеров на вэф,Широкие запросы,Запросы без упоминания брендов,Семантическое,17676642893,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=russia&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,,Мужской,25-34 года,6–10%,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.05,0.00,5.19,8.00,-,-,-
10.08.2026,Россия,5738069138,Фраза,аренда катера -сочи -сириус -адлер -имеретинка,-,0,-,0,катер на прокат по дону,Широкие запросы,Запросы без упоминания брендов,Семантическое,17676642893,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=russia&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,,Не определен,Не определен,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.09,0.00,8.50,5.00,-,-,-
10.08.2026,Россия,5738069138,Фраза,аренда катера -сочи -сириус -адлер -имеретинка,-,0,-,0,катер напрокат саратов на волге,Широкие запросы,Запросы без упоминания брендов,Семантическое,17676642893,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=russia&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,,Женский,18-24 года,6–10%,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.44,0.00,44.42,6.00,-,-,-
10.08.2026,Россия,5738069138,Фраза,аренда катера -сочи -сириус -адлер -имеретинка,-,0,-,0,катер саратов аренда,Широкие запросы,Запросы без упоминания брендов,Семантическое,17676642893,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=russia&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,,Женский,45-54 года,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,5.00,-,-,-
10.08.2026,Россия,5738069138,Фраза,аренда катера -сочи -сириус -адлер -имеретинка,-,0,-,0,прокат катера парабель,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,17676642893,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=russia&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,,Мужской,35-44 года,6–10%,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.05,0.00,5.19,8.00,-,-,-
10.08.2026,Россия,5738069138,Фраза,отдых в сочи,-,0,-,0,дайвинг в сочи дайвинг,Не определено,-,Семантическое,17676642893,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=russia&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,,Мужской,45-54 года,Топ 1%,Не определено,-,-,0.00,2,0,0,-,-,0.00,-,1.78,0.00,88.92,-,-,-,-
10.08.2026,Россия,5738069138,Фраза,отдых в сочи,-,0,-,0,имеретинский порт яхт клуб,Не определено,-,Семантическое,17676642893,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=russia&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,iOS,Мобильная связь,,Женский,35-44 года,2–5%,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
10.08.2026,Россия,5738069138,Фраза,отдых в сочи,-,0,-,0,каток сириус,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,17676642893,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=russia&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,,Женский,25-34 года,2–5%,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.09,0.00,8.50,5.00,-,-,-
10.08.2026,Россия,5738069138,Фраза,отдых в сочи,-,0,-,0,каток сириус массовое катание,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,17676642893,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=russia&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,,Женский,18-24 года,2–5%,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.09,0.00,8.50,5.00,-,-,-
10.08.2026,Россия,5738069138,Фраза,отдых в сочи,-,0,-,0,морская рыбалка в сочи,Целевые запросы,Запросы без упоминания брендов,Семантическое,17676642893,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=russia&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,,Мужской,35-44 года,2–5%,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.61,0.00,61.08,3.00,-,-,-
10.08.2026,Россия,5738069138,Автотаргетинг,,-,0,-,0,,Не определено,-,-,17676642893,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=russia&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5378455/WJ32IqxEodQdU5b-hmm26A,main site web.jpg,1154121658,https://avatars.mds.yandex.net/get-media-adv-screenshooter/17700546/e22dbbda-7a85-4ddb-b5a6-0548f0c5da27/orig,Текстово-графический,Оригинальный,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,,Мужской,25-34 года,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
10.08.2026,Россия,5738069138,Автотаргетинг,,-,0,-,0,,Не определено,-,-,17676642893,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=russia&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5378455/WJ32IqxEodQdU5b-hmm26A,main site web.jpg,1154121658,https://avatars.mds.yandex.net/get-media-adv-screenshooter/17700546/e22dbbda-7a85-4ddb-b5a6-0548f0c5da27/orig,Текстово-графический,Оригинальный,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,,Мужской,45-54 года,6–10%,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
10.08.2026,Россия,5738069138,Автотаргетинг,,-,0,-,0,,Не определено,-,-,17676642893,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=russia&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5378455/WJ32IqxEodQdU5b-hmm26A,main site web.jpg,1154121658,https://avatars.mds.yandex.net/get-media-adv-screenshooter/17700546/e22dbbda-7a85-4ddb-b5a6-0548f0c5da27/orig,Текстово-графический,Оригинальный,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,,Женский,18-24 года,2–5%,Не определено,-,-,0.00,1,1,0,0.00,-,100.00,0.00,1.00,100.00,100.00,-,-,75.00,1.25
10.08.2026,Россия,5738069138,Автотаргетинг,,-,0,-,0,,Не определено,-,-,17676642893,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=russia&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5378455/WJ32IqxEodQdU5b-hmm26A,main site web.jpg,1154121658,https://avatars.mds.yandex.net/get-media-adv-screenshooter/17700546/e22dbbda-7a85-4ddb-b5a6-0548f0c5da27/orig,Текстово-графический,Оригинальный,Сети,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,,Мужской,18-24 года,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
10.08.2026,Россия,5738069138,Автотаргетинг,,-,0,-,0,,Не определено,-,-,17676642893,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=russia&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5378455/WJ32IqxEodQdU5b-hmm26A,main site web.jpg,1154121658,https://avatars.mds.yandex.net/get-media-adv-screenshooter/17700546/e22dbbda-7a85-4ddb-b5a6-0548f0c5da27/orig,Текстово-графический,Оригинальный,Сети,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,,Женский,18-24 года,2–5%,Не определено,-,-,0.00,1,1,0,0.00,-,100.00,0.00,1.00,100.00,100.00,-,-,60.00,1.40
10.08.2026,Россия,5738069138,Автотаргетинг,,-,0,-,0,,Не определено,-,-,17676642893,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=russia&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5378455/WJ32IqxEodQdU5b-hmm26A,main site web.jpg,1154121658,https://avatars.mds.yandex.net/get-media-adv-screenshooter/17700546/e22dbbda-7a85-4ddb-b5a6-0548f0c5da27/orig,Видео,Оригинальный,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,,Мужской,35-44 года,Топ 1%,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
10.08.2026,Россия,5738069138,Автотаргетинг,,-,0,-,0,sirius yachts,Альтернативные запросы,Запросы без упоминания брендов,-,17676642893,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=russia&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Эксклюзивное размещение,Не определено,Смартфоны,iOS,Wi-Fi,,Женский,35-44 года,Топ 1%,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.87,0.00,86.96,1.00,-,-,-
10.08.2026,Россия,5738069138,Автотаргетинг,,-,0,-,0,аренда гидроцикла адлер,Альтернативные запросы,Запросы без упоминания брендов,-,17676642893,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=russia&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,,Мужской,35-44 года,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.66,0.00,65.58,2.00,-,-,-
10.08.2026,Россия,5738069138,Автотаргетинг,,-,0,-,0,аренда яхты сириус,Альтернативные запросы,Запросы без упоминания брендов,-,17676642893,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=russia&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,,Женский,25-34 года,Топ 1%,Не определено,-,-,0.00,1,1,0,0.00,-,100.00,0.00,0.92,108.65,92.04,1.00,1.00,-,-
10.08.2026,Россия,5738069138,Автотаргетинг,,-,0,-,0,бронь авто в сириус,Альтернативные запросы,Запросы без упоминания брендов,-,17676642893,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=russia&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,,Мужской,18-24 года,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.46,0.00,46.22,3.00,-,-,-
10.08.2026,Россия,5738069138,Автотаргетинг,,-,0,-,0,джиппинг сириус,Альтернативные запросы,Запросы без упоминания брендов,-,17676642893,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=russia&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,,Женский,35-44 года,6–10%,Не определено,-,-,0.00,1,1,0,0.00,-,100.00,0.00,0.74,134.66,74.26,1.00,1.00,0.00,2.00
10.08.2026,Россия,5738069138,Автотаргетинг,,-,0,-,0,катер с парашютом в адлере,Альтернативные запросы,Запросы без упоминания брендов,-,17676642893,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=russia&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,,Мужской,35-44 года,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.53,0.00,52.91,3.00,-,-,-
10.08.2026,Россия,5738069138,Автотаргетинг,,-,0,-,0,покататься на банане в сириусе,Альтернативные запросы,Запросы без упоминания брендов,-,17676642893,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=russia&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,,Мужской,25-34 года,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.82,0.00,81.98,1.00,-,-,-
10.08.2026,Россия,5738069138,Автотаргетинг,,-,0,-,0,прогулка на яхте сириус,Альтернативные запросы,Запросы без упоминания брендов,-,17676642893,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=russia&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,,Мужской,25-34 года,Остальные,Не определено,-,-,132.00,1,1,1,100.00,132.00,100.00,132.00,0.48,206.96,48.32,4.00,4.00,0.00,1.00
10.08.2026,Россия,5738069138,Автотаргетинг,,-,0,-,0,прогулка на яхте сириус,Альтернативные запросы,Запросы без упоминания брендов,-,17676642893,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=russia&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,,Женский,18-24 года,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.65,0.00,64.77,2.00,-,-,-
