День,Название группы,№ Группы,Тип условия показа,Ключевая фраза,Условие подбора аудитории,Условие подбора аудитории,Название корректировки,Корректировки,Поисковый запрос,Категория запроса,Упоминания брендов в запросах,Тип соответствия,Подобранная фраза,№ Объявления,Статус объявления,Тип объявления,Заголовок,Текст,Ссылка,Путь до изображения,Название файла изображения,Идентификатор видео,Путь до превью видео,Формат,Источник текста,Тип площадки,Вид размещения,Тематика телеграм-канала,Тип устройства,Тип операционной системы,Тип связи,Пол,Возраст,Уровень платежеспособности,Уровень трат в категории,"Расход, ₽",Показы,Клики,Конверсии,"CR, %","CPA, ₽","CTR, %","CPC, ₽",Взвешенные показы,"Взвешенный CTR, %",Ср. объём трафика,Ср. позиция показа,Ср. позиция клика
21.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,алиса сколько стоит прогулка в сочи на яхте со стеклянным дном,Узкие запросы,Запросы без упоминания брендов,-,,1917466423210544416,Активные,Комбинаторное,"Вечерняя прогулка, яхта только для вас",Яхта целиком с 18:00. Для двоих и компании. От 2 часов,https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,iOS,Мобильная связь,Женский,25-34 года,6–10%,Не определено,0.00,1,0,0,-,-,0.00,-,0.77,0.00,76.76,6.00,-
21.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,аренда яхты сириус,Целевые запросы,Запросы без упоминания брендов,-,,1917567555731541131,Активные,Комбинаторное,Заголовок из контента поискового сниппета или настроек объявления,Текст из контента поискового сниппета или настроек объявления,https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Динамические места на поиске,Не определено,Смартфоны,Android,Wi-Fi,Женский,35-44 года,Остальные,Не определено,0.00,1,1,0,0.00,-,100.00,0.00,0.41,246.47,40.57,3.00,3.00
21.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,катание на катере адлер,Целевые запросы,Запросы без упоминания брендов,-,,1917466423210544416,Активные,Комбинаторное,Заголовок из контента поискового сниппета или настроек объявления,Текст из контента поискового сниппета или настроек объявления,https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Динамические места на поиске,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,18-24 года,6–10%,Не определено,0.00,1,0,0,-,-,0.00,-,0.16,0.00,15.78,5.00,-
21.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,морская прогулка сириус,Целевые запросы,Запросы без упоминания брендов,-,,1917567555731541131,Активные,Комбинаторное,Заголовок из контента поискового сниппета или настроек объявления,Текст из контента поискового сниппета или настроек объявления,https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Динамические места на поиске,Не определено,Десктопы,Не определён,Wi-Fi,Женский,25-34 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.47,0.00,47.13,3.00,-
21.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,морские прогулки сириус,Целевые запросы,Запросы без упоминания брендов,-,,1917567555731541131,Активные,Комбинаторное,Заголовок из контента поискового сниппета или настроек объявления,Текст из контента поискового сниппета или настроек объявления,https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Динамические места на поиске,Не определено,Смартфоны,Android,Wi-Fi,Мужской,25-34 года,2–5%,Не определено,0.00,1,0,0,-,-,0.00,-,0.93,0.00,92.60,1.00,-
21.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,прогулка в море в сириусе,Целевые запросы,Запросы без упоминания брендов,-,,1917466423210544416,Активные,Комбинаторное,Заголовок из контента поискового сниппета или настроек объявления,Текст из контента поискового сниппета или настроек объявления,https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Динамические места на поиске,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.21,0.00,21.27,4.00,-
21.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,прогулка на яхте сириус имеретинка,Целевые запросы,Запросы без упоминания брендов,-,,1917567555731541131,Активные,Комбинаторное,Заголовок из контента поискового сниппета или настроек объявления,Текст из контента поискового сниппета или настроек объявления,https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Динамические места на поиске,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,18-24 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.19,0.00,19.03,5.00,-
21.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,прогулки на катере с имеретинской набережной на закат,Узкие запросы,Запросы без упоминания брендов,-,,1917466423210544416,Активные,Комбинаторное,Заголовок из контента поискового сниппета или настроек объявления,Текст из контента поискового сниппета или настроек объявления,https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Динамические места на поиске,Не определено,Смартфоны,iOS,Wi-Fi,Женский,25-34 года,2–5%,Не определено,0.00,1,1,0,0.00,-,100.00,0.00,0.50,199.69,50.08,2.00,2.00
22.08.2026,Закат на море,5779888441,Фраза,закат в море адлер,-,0,-,0,во сколько в адлере закат в пятницу 28 августа,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,1917466423210544416,Активные,Комбинаторное,Закат в море - выход с 18:00 часов. Сириус,"Закат с Имеретинского порта, 18:00–20:00. Яхта целиком",https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Не определен,Не определен,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.61,0.00,60.70,3.00,-
22.08.2026,Закат на море,5779888441,Фраза,закат в море сириус,-,0,-,0,время заката на море сириус,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,1917466423210544416,Активные,Комбинаторное,Закат в море - выход с 18:00 часов. Сириус,"Закат короткий. Бронируйте заранее. Для двоих, вся яхта. Музыка, Wi-Fi",https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,18-24 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.09,0.00,8.50,5.00,-
22.08.2026,Закат на море,5779888441,Фраза,закат в море сириус,-,0,-,0,время заката на море сириус,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,1917567555731541131,Активные,Комбинаторное,Закат в море - выход с 18:00 часов. Сириус,Яхта целиком с 18:00. Для двоих и компании. От 2 часов,https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,18-24 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.09,0.00,8.50,5.00,-
22.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,аренда яхты сириус,Целевые запросы,Запросы без упоминания брендов,-,,1917567555731541131,Активные,Комбинаторное,Заголовок из контента поискового сниппета или настроек объявления,Текст из контента поискового сниппета или настроек объявления,https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Динамические места на поиске,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,Старше 55,Топ 1%,Не определено,0.00,1,0,0,-,-,0.00,-,0.89,0.00,88.76,1.00,-
22.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,катание на яхте в сириусе,Целевые запросы,Запросы без упоминания брендов,-,,1917567555731541131,Активные,Комбинаторное,Заголовок из контента поискового сниппета или настроек объявления,Текст из контента поискового сниппета или настроек объявления,https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Динамические места на поиске,Не определено,Смартфоны,iOS,Wi-Fi,Женский,25-34 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.75,0.00,75.12,1.00,-
22.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,катера в адлере,Целевые запросы,Запросы без упоминания брендов,-,,1917567555731541131,Активные,Комбинаторное,Заголовок из контента поискового сниппета или настроек объявления,Текст из контента поискового сниппета или настроек объявления,https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Динамические места на поиске,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.35,0.00,34.88,4.00,-
22.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,прогулки на море сириус,Целевые запросы,Запросы без упоминания брендов,-,,1917466423210544416,Активные,Комбинаторное,Заголовок из контента поискового сниппета или настроек объявления,Текст из контента поискового сниппета или настроек объявления,https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Динамические места на поиске,Не определено,Смартфоны,iOS,Wi-Fi,Женский,25-34 года,6–10%,Не определено,0.00,1,0,0,-,-,0.00,-,0.33,0.00,33.46,3.00,-
22.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,сириус прогулка на яхте,Целевые запросы,Запросы без упоминания брендов,-,,1917466423210544416,Активные,Комбинаторное,Заголовок из контента поискового сниппета или настроек объявления,Текст из контента поискового сниппета или настроек объявления,https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Динамические места на поиске,Не определено,Десктопы,Не определён,Wi-Fi,Женский,35-44 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.29,0.00,28.99,4.00,-
22.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,яхта на закате сочи,Узкие запросы,Запросы без упоминания брендов,-,,1917567555731541131,Активные,Комбинаторное,"Вечерняя прогулка, яхта только для вас",Яхта целиком с 18:00. Для двоих и компании. От 2 часов,https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Женский,45-54 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.83,0.00,83.36,6.00,-
22.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,яхты сириус,Целевые запросы,Запросы без упоминания брендов,-,,1917567555731541131,Активные,Комбинаторное,Заголовок из контента поискового сниппета или настроек объявления,Текст из контента поискового сниппета или настроек объявления,https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Динамические места на поиске,Не определено,Смартфоны,Android,Wi-Fi,Женский,35-44 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.42,0.00,42.40,3.00,-
23.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,аренда яхты в сириусе,Целевые запросы,Запросы без упоминания брендов,-,,1917567555731541131,Активные,Комбинаторное,Заголовок из контента поискового сниппета или настроек объявления,Текст из контента поискового сниппета или настроек объявления,https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Динамические места на поиске,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,2–5%,Не определено,0.00,1,1,0,0.00,-,100.00,0.00,0.52,191.73,52.16,2.00,2.00
23.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,в сочи заогорелачь яхта,Целевые запросы,Запросы без упоминания брендов,-,,1917466423210544416,Активные,Комбинаторное,"Вечерняя прогулка, яхта только для вас",Яхта целиком с 18:00. Для двоих и компании. От 2 часов,https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,18-24 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.34,0.00,34.20,4.00,-
23.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,вечерние прогулки на катере в открытое море,Целевые запросы,Запросы без упоминания брендов,-,,1917466423210544416,Активные,Комбинаторное,Заголовок из контента поискового сниппета или настроек объявления,Текст из контента поискового сниппета или настроек объявления,https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Динамические места на поиске,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,25-34 года,2–5%,Не определено,0.00,1,0,0,-,-,0.00,-,0.30,0.00,30.00,4.00,-
23.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,вечерняя морская прогулка на яхте сириус,Узкие запросы,Запросы без упоминания брендов,-,,1917466423210544416,Активные,Комбинаторное,"Вечерняя прогулка, яхта только для вас",Яхта целиком с 18:00. Для двоих и компании. От 2 часов,https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Женский,18-24 года,2–5%,Не определено,0.00,2,0,0,-,-,0.00,-,1.50,0.00,74.76,6.00,-
23.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,вечерняя прогулка на яхте сочи,Целевые запросы,Запросы без упоминания брендов,-,,1917466423210544416,Активные,Комбинаторное,"Вечерняя прогулка, яхта только для вас",Яхта целиком с 18:00. Для двоих и компании. От 2 часов,https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,25-34 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.53,0.00,52.62,4.00,-
23.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,катер сочи,Целевые запросы,Запросы без упоминания брендов,-,,1917466423210544416,Активные,Комбинаторное,Заголовок из контента поискового сниппета или настроек объявления,Текст из контента поискового сниппета или настроек объявления,https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Динамические места на поиске,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.89,0.00,88.81,1.00,-
23.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,морская прогулка сириус яхта,Целевые запросы,Запросы с упоминанием брендов конкурентов,-,,1917567555731541131,Активные,Комбинаторное,Заголовок из контента поискового сниппета или настроек объявления,Текст из контента поискового сниппета или настроек объявления,https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Динамические места на поиске,Не определено,Смартфоны,iOS,Wi-Fi,Женский,45-54 года,6–10%,Не определено,0.00,1,0,0,-,-,0.00,-,0.23,0.00,23.23,4.00,-
23.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,отдых на катере в сочи в час,Целевые запросы,Запросы без упоминания брендов,-,,1917466423210544416,Активные,Комбинаторное,Заголовок из контента поискового сниппета или настроек объявления,Текст из контента поискового сниппета или настроек объявления,https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Динамические места на поиске,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.15,0.00,14.52,7.00,-
23.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,поплавать на яхте адлер с рыбалкой,Узкие запросы,Запросы без упоминания брендов,-,,1917466423210544416,Активные,Комбинаторное,"Закат в море. Бронируйте заранее, катеров мало",Яхта целиком с 18:00. Для двоих и компании. От 2 часов,https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,6–10%,Не определено,0.00,1,0,0,-,-,0.00,-,0.78,0.00,78.44,6.00,-
23.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,проходя то ли морские прогулки на закате в сочи на яхте сегодня,Узкие запросы,Запросы без упоминания брендов,-,,1917466423210544416,Активные,Комбинаторное,"Вечерняя прогулка, яхта только для вас",Яхта целиком с 18:00. Для двоих и компании. От 2 часов,https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Женский,25-34 года,Остальные,Не определено,0.00,2,0,0,-,-,0.00,-,1.94,0.00,97.16,2.00,-
