День,Название группы,№ Группы,Тип условия показа,Ключевая фраза,Условие подбора аудитории,Условие подбора аудитории,Название корректировки,Корректировки,Поисковый запрос,Категория запроса,Упоминания брендов в запросах,Тип соответствия,Подобранная фраза,№ Объявления,Статус объявления,Тип объявления,Заголовок,Текст,Ссылка,Путь до изображения,Название файла изображения,Идентификатор видео,Путь до превью видео,Формат,Источник текста,Тип площадки,Вид размещения,Тематика телеграм-канала,Тип устройства,Тип операционной системы,Тип связи,Пол,Возраст,Уровень платежеспособности,Уровень трат в категории,"Расход, ₽",Показы,Клики,Конверсии,"CR, %","CPA, ₽","CTR, %","CPC, ₽",Взвешенные показы,"Взвешенный CTR, %",Ср. объём трафика,Ср. позиция показа,Ср. позиция клика
17.08.2026,Закат на море,5779888441,Фраза,морская прогулка на яхте адлер,-,0,-,0,прокат яхт в адлере,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,,1917567555731541131,Активные,Комбинаторное,Закат в море - выход с 18:00 часов. Сириус,Яхта целиком с 18:00. Для двоих и компании. От 2 часов,https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.84,0.00,84.19,6.00,-
17.08.2026,Закат на море,5779888441,Фраза,морская прогулка на яхте адлер,-,0,-,0,прокат яхт в адлере,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,,1917567555731541131,Архивные,Комбинаторное,Прогулка на закат в море - Сириус,Закат на катере с Имеретинского порта. С 18 до 20 часов. Катеров немного,https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.84,0.00,84.19,6.00,-
17.08.2026,Закат на море,5779888441,Фраза,морские прогулки адлер -2026 -яхта -цена,-,0,-,0,морские прогулки адлер,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1917567555731541131,Архивные,Комбинаторное,Закажите яхту на закат в море - Сириус,"Вечерняя морская прогулка с 18 часов. Закат в море, панорама Олимпийского парка",https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Женский,35-44 года,2–5%,Не определено,0.00,1,0,0,-,-,0.00,-,0.82,0.00,81.59,6.00,-
17.08.2026,Закат на море,5779888441,Фраза,морские прогулки адлер -2026 -яхта -цена,-,0,-,0,поплавать на корабле от адлера встреча с дельфинами,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,,1917466423210544416,Архивные,Комбинаторное,Закат в море на яхте в Сириусе,"Вечерняя морская прогулка с 18 часов. Закат в море, панорама Олимпийского парка",https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Женский,35-44 года,2–5%,Не определено,0.00,1,0,0,-,-,0.00,-,0.75,0.00,75.36,6.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,,Целевые запросы,Запросы без упоминания брендов,-,,1917466423210544416,Активные,Комбинаторное,Бронируйте яхту на закат. Всю яхту - с 18:00,Яхта целиком с 18:00. Для двоих и компании. От 2 часов,https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,25-34 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,5.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,,Целевые запросы,Запросы без упоминания брендов,-,,1917567555731541131,Активные,Комбинаторное,Бронируйте яхту на закат. Всю яхту - с 18:00,"Закат короткий. Бронируйте заранее. Для двоих, вся яхта. Музыка, Wi-Fi",https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Женский,25-34 года,6–10%,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,5.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,,Целевые запросы,Запросы без упоминания брендов,-,,1917567555731541131,Активные,Комбинаторное,Бронируйте яхту на закат. Всю яхту - с 18:00,"Закат короткий. Бронируйте заранее. Для двоих, вся яхта. Музыка, Wi-Fi",https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Не определен,Не определен,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.77,0.00,76.79,5.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,адлер прогулка на яхте,Целевые запросы,Запросы без упоминания брендов,-,,1917466423210544416,Активные,Комбинаторное,"Закат в море. Бронируйте заранее, катеров мало",Яхта целиком с 18:00. Для двоих и компании. От 2 часов,https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Женский,35-44 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.52,0.00,51.74,4.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,аренда катера,Целевые запросы,Запросы без упоминания брендов,-,,1917466423210544416,Активные,Комбинаторное,"Закат в море. Бронируйте заранее, катеров мало","Закат короткий. Бронируйте заранее. Для двоих, вся яхта. Музыка, Wi-Fi",https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Мобильная связь,Женский,35-44 года,2–5%,Не определено,0.00,1,0,0,-,-,0.00,-,0.68,0.00,67.80,2.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,аренда катера,Целевые запросы,Запросы без упоминания брендов,-,,1917466423210544416,Активные,Комбинаторное,"Закат в море. Бронируйте заранее, катеров мало","Закат короткий. Бронируйте заранее. Для двоих, вся яхта. Музыка, Wi-Fi",https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,iOS,Мобильная связь,Женский,35-44 года,2–5%,Не определено,0.00,1,0,0,-,-,0.00,-,0.85,0.00,84.88,6.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,аренда катера,Целевые запросы,Запросы без упоминания брендов,-,,1917466423210544416,Активные,Комбинаторное,"Закат в море. Бронируйте заранее, катеров мало",Яхта целиком с 18:00. Для двоих и компании. От 2 часов,https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Не определен,25-34 года,2–5%,Не определено,0.00,1,0,0,-,-,0.00,-,0.33,0.00,32.74,5.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,аренда катера в сочи,Целевые запросы,Запросы без упоминания брендов,-,,1917466423210544416,Активные,Комбинаторное,"Закат в море. Бронируйте заранее, катеров мало",Яхта целиком с 18:00. Для двоих и компании. От 2 часов,https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.78,0.00,77.51,6.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,аренда катера в сочи,Целевые запросы,Запросы без упоминания брендов,-,,1917466423210544416,Активные,Комбинаторное,"Закат в море. Бронируйте заранее, катеров мало",Яхта целиком с 18:00. Для двоих и компании. От 2 часов,https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,iOS,Мобильная связь,Женский,18-24 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.84,0.00,83.76,6.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,аренда катера посуточно,Целевые запросы,Запросы без упоминания брендов,-,,1917567555731541131,Активные,Комбинаторное,"Закат в море. Бронируйте заранее, катеров мало",Яхта целиком с 18:00. Для двоих и компании. От 2 часов,https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,25-34 года,Остальные,Не определено,0.00,2,0,0,-,-,0.00,-,1.85,0.00,92.43,5.50,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,аренда яхт в перми,Целевые запросы,Запросы без упоминания брендов,-,,1917567555731541131,Активные,Комбинаторное,Бронируйте яхту на закат. Всю яхту - с 18:00,Яхта целиком с 18:00. Для двоих и компании. От 2 часов,https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Женский,35-44 года,2–5%,Не определено,0.00,1,0,0,-,-,0.00,-,0.05,0.00,5.19,8.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,аренда яхт в сочи с капитаном,Целевые запросы,Запросы без упоминания брендов,-,,1917567555731541131,Активные,Комбинаторное,Яхта целиком на закат. Сириус,"Закат короткий. Бронируйте заранее. Для двоих, вся яхта. Музыка, Wi-Fi",https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Женский,25-34 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.83,0.00,82.96,1.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,аренда яхт в сочи с капитаном,Целевые запросы,Запросы без упоминания брендов,-,,1917567555731541131,Активные,Комбинаторное,Яхта целиком на закат. Сириус,"Закат короткий. Бронируйте заранее. Для двоих, вся яхта. Музыка, Wi-Fi",https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Женский,25-34 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.85,0.00,84.77,6.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,аренда яхт пермь,Целевые запросы,Запросы без упоминания брендов,-,,1917567555731541131,Активные,Комбинаторное,Бронируйте яхту на закат. Всю яхту - с 18:00,"Закат короткий. Бронируйте заранее. Для двоих, вся яхта. Музыка, Wi-Fi",https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Женский,35-44 года,6–10%,Не определено,0.00,1,0,0,-,-,0.00,-,0.91,0.00,90.53,1.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,аренда яхты астрахань,Целевые запросы,Запросы без упоминания брендов,-,,1917567555731541131,Активные,Комбинаторное,Бронируйте яхту на закат. Всю яхту - с 18:00,Яхта целиком с 18:00. Для двоих и компании. От 2 часов,https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Женский,35-44 года,Остальные,Не определено,0.00,1,1,0,0.00,-,100.00,0.00,0.77,130.56,76.59,2.00,2.00
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,аренда яхты астрахань,Целевые запросы,Запросы без упоминания брендов,-,,1917567555731541131,Активные,Комбинаторное,Бронируйте яхту на закат. Всю яхту - с 18:00,Яхта целиком с 18:00. Для двоих и компании. От 2 часов,https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Женский,35-44 года,Остальные,Не определено,0.00,2,0,0,-,-,0.00,-,1.62,0.00,81.16,6.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,аренда яхты в сочи,Целевые запросы,Запросы без упоминания брендов,-,,1917466423210544416,Активные,Комбинаторное,Бронируйте яхту на закат. Всю яхту - с 18:00,Яхта целиком с 18:00. Для двоих и компании. От 2 часов,https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,25-34 года,6–10%,Не определено,0.00,1,0,0,-,-,0.00,-,0.46,0.00,46.46,4.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,аренда яхты в сочи на свадьбу на 30 человек,Целевые запросы,Запросы без упоминания брендов,-,,1917466423210544416,Активные,Комбинаторное,Бронируйте яхту на закат. Всю яхту - с 18:00,Яхта целиком с 18:00. Для двоих и компании. От 2 часов,https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,18-24 года,6–10%,Не определено,0.00,1,0,0,-,-,0.00,-,0.40,0.00,40.46,4.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,аренда яхты в сочи на час,Целевые запросы,Запросы без упоминания брендов,-,,1917466423210544416,Активные,Комбинаторное,"Закат в море. Бронируйте заранее, катеров мало",Яхта целиком с 18:00. Для двоих и компании. От 2 часов,https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,25-34 года,2–5%,Не определено,0.00,1,0,0,-,-,0.00,-,0.77,0.00,77.16,6.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,аренда яхты владивосток,Целевые запросы,Запросы без упоминания брендов,-,,1917466423210544416,Активные,Комбинаторное,Бронируйте яхту на закат. Всю яхту - с 18:00,Яхта целиком с 18:00. Для двоих и компании. От 2 часов,https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Не определен,Не определен,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.85,0.00,84.58,6.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,аренда яхты владивосток,Целевые запросы,Запросы без упоминания брендов,-,,1917567555731541131,Активные,Комбинаторное,Бронируйте яхту на закат. Всю яхту - с 18:00,Яхта целиком с 18:00. Для двоих и компании. От 2 часов,https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,45-54 года,Топ 1%,Не определено,0.00,1,0,0,-,-,0.00,-,0.39,0.00,39.47,5.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,аренда яхты пермь,Целевые запросы,Запросы без упоминания брендов,-,,1917466423210544416,Активные,Комбинаторное,Бронируйте яхту на закат. Всю яхту - с 18:00,"Закат короткий. Бронируйте заранее. Для двоих, вся яхта. Музыка, Wi-Fi",https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Женский,35-44 года,6–10%,Не определено,0.00,1,0,0,-,-,0.00,-,0.84,0.00,83.62,2.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,аренда яхты пермь,Целевые запросы,Запросы без упоминания брендов,-,,1917567555731541131,Активные,Комбинаторное,Бронируйте яхту на закат. Всю яхту - с 18:00,Яхта целиком с 18:00. Для двоих и компании. От 2 часов,https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Женский,35-44 года,6–10%,Не определено,0.00,1,0,0,-,-,0.00,-,0.70,0.00,69.84,3.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,аренда яхты с ночевкой,Целевые запросы,Запросы без упоминания брендов,-,,1917567555731541131,Активные,Комбинаторное,Бронируйте яхту на закат. Всю яхту - с 18:00,Яхта целиком с 18:00. Для двоих и компании. От 2 часов,https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,0.00,2,0,0,-,-,0.00,-,1.31,0.00,65.49,3.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,аренда яхты сириус,Целевые запросы,Запросы с упоминанием брендов конкурентов,-,,1917567555731541131,Активные,Комбинаторное,Яхта целиком на закат. Сириус,"Закат короткий. Бронируйте заранее. Для двоих, вся яхта. Музыка, Wi-Fi",https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Женский,Старше 55,Остальные,Не определено,0.00,1,1,0,0.00,-,100.00,0.00,1.04,96.28,103.87,1.00,1.00
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,аренда яхты сочи,Целевые запросы,Запросы без упоминания брендов,-,,1917466423210544416,Активные,Комбинаторное,Бронируйте яхту на закат. Всю яхту - с 18:00,Яхта целиком с 18:00. Для двоих и компании. От 2 часов,https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,25-34 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.24,0.00,23.69,5.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,арендовать люксовую яхту 56 метров в сочи,Целевые запросы,Запросы без упоминания брендов,-,,1917567555731541131,Активные,Комбинаторное,Бронируйте яхту на закат. Всю яхту - с 18:00,"Закат с Имеретинского порта, 18:00–20:00. Яхта целиком",https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Женский,25-34 года,Топ 1%,Не определено,0.00,1,0,0,-,-,0.00,-,0.84,0.00,83.74,6.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,арендовать яхту в адлере,Целевые запросы,Запросы без упоминания брендов,-,,1917567555731541131,Активные,Комбинаторное,Бронируйте яхту на закат. Всю яхту - с 18:00,"Закат короткий. Бронируйте заранее. Для двоих, вся яхта. Музыка, Wi-Fi",https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,25-34 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.85,0.00,84.63,6.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,астрахань аренда яхты,Целевые запросы,Запросы без упоминания брендов,-,,1917567555731541131,Активные,Комбинаторное,Бронируйте яхту на закат. Всю яхту - с 18:00,Яхта целиком с 18:00. Для двоих и компании. От 2 часов,https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Женский,25-34 года,2–5%,Не определено,0.00,1,0,0,-,-,0.00,-,0.64,0.00,64.40,3.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,быстроходный катер в аренду,Целевые запросы,Запросы без упоминания брендов,-,,1917567555731541131,Активные,Комбинаторное,"Закат в море. Бронируйте заранее, катеров мало",Яхта целиком с 18:00. Для двоих и компании. От 2 часов,https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,35-44 года,6–10%,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,5.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,где можно покататься на катере на юбк,Целевые запросы,Запросы без упоминания брендов,-,,1917466423210544416,Активные,Комбинаторное,"Закат в море. Бронируйте заранее, катеров мало",Яхта целиком с 18:00. Для двоих и компании. От 2 часов,https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,35-44 года,2–5%,Не определено,0.00,1,0,0,-,-,0.00,-,0.77,0.00,76.79,5.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,горбилет адлер аренда яхт,Целевые запросы,Запросы с упоминанием брендов конкурентов,-,,1917567555731541131,Активные,Комбинаторное,Бронируйте яхту на закат. Всю яхту - с 18:00,"Закат короткий. Бронируйте заранее. Для двоих, вся яхта. Музыка, Wi-Fi",https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Женский,45-54 года,6–10%,Не определено,0.00,1,0,0,-,-,0.00,-,0.65,0.00,64.75,3.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,горбилет адлер закат на море,Целевые запросы,Запросы с упоминанием брендов конкурентов,-,,1917466423210544416,Архивные,Комбинаторное,Прогулка на закат в море - Сириус,Закат на катере с Имеретинского порта. С 18 до 20 часов. Катеров немного,https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Женский,45-54 года,6–10%,Не определено,0.00,1,1,0,0.00,-,100.00,0.00,0.99,101.17,98.85,2.00,2.00
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,забронировать катер,Целевые запросы,Запросы без упоминания брендов,-,,1917567555731541131,Активные,Комбинаторное,"Закат в море. Бронируйте заранее, катеров мало",Яхта целиком с 18:00. Для двоих и компании. От 2 часов,https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Не определен,18-24 года,Топ 1%,Не определено,0.00,1,0,0,-,-,0.00,-,0.45,0.00,45.36,4.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,имеретинский порт есть вся ин яхты в аренду,Целевые запросы,Запросы без упоминания брендов,-,,1917466423210544416,Активные,Комбинаторное,Бронируйте яхту на закат. Всю яхту - с 18:00,"Закат с Имеретинского порта, 18:00–20:00. Яхта целиком",https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.70,0.00,69.87,4.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,катание в море на,Целевые запросы,Запросы без упоминания брендов,-,,1917466423210544416,Активные,Комбинаторное,"Закат в море. Бронируйте заранее, катеров мало","Закат короткий. Бронируйте заранее. Для двоих, вся яхта. Музыка, Wi-Fi",https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Мобильная связь,Женский,18-24 года,Остальные,Не определено,0.00,2,0,0,-,-,0.00,-,1.79,0.00,89.47,2.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,катание на катере томск,Целевые запросы,Запросы без упоминания брендов,-,,1917567555731541131,Активные,Комбинаторное,"Закат в море. Бронируйте заранее, катеров мало",Яхта целиком с 18:00. Для двоих и компании. От 2 часов,https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Женский,18-24 года,2–5%,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,5.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,катание на катере тюмень,Целевые запросы,Запросы без упоминания брендов,-,,1917466423210544416,Активные,Комбинаторное,"Закат в море. Бронируйте заранее, катеров мало",Яхта целиком с 18:00. Для двоих и компании. От 2 часов,https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Женский,25-34 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.40,0.00,40.18,4.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,катание на катере тюмень,Целевые запросы,Запросы без упоминания брендов,-,,1917567555731541131,Активные,Комбинаторное,"Закат в море. Бронируйте заранее, катеров мало",Яхта целиком с 18:00. Для двоих и компании. От 2 часов,https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Женский,25-34 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.40,0.00,40.21,4.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,катание на яхте в астрахани,Целевые запросы,Запросы без упоминания брендов,-,,1917567555731541131,Активные,Комбинаторное,Бронируйте яхту на закат. Всю яхту - с 18:00,Яхта целиком с 18:00. Для двоих и компании. От 2 часов,https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Женский,35-44 года,2–5%,Не определено,0.00,1,0,0,-,-,0.00,-,0.77,0.00,76.72,2.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,кататься на катере курск,Целевые запросы,Запросы без упоминания брендов,-,,1917466423210544416,Активные,Комбинаторное,"Закат в море. Бронируйте заранее, катеров мало",Яхта целиком с 18:00. Для двоих и компании. От 2 часов,https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,25-34 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.80,0.00,79.80,1.00,-
17.08.2026,Закат на море,5779888441,Автотаргетинг,,-,0,-,0,катер астрахань аренда прогулки,Целевые запросы,Запросы без упоминания брендов,-,,1917567555731541131,Активные,Комбинаторное,"Закат в море. Бронируйте заранее, катеров мало",Яхта целиком с 18:00. Для двоих и компании. От 2 часов,https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,25-34 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.49,0.00,49.15,4.00,-
