День,Название группы,№ Группы,Тип условия показа,Ключевая фраза,Условие подбора аудитории,Условие подбора аудитории,Название корректировки,Корректировки,Поисковый запрос,Категория запроса,Упоминания брендов в запросах,Тип соответствия,Подобранная фраза,№ Объявления,Статус объявления,Тип объявления,Заголовок,Текст,Ссылка,Путь до изображения,Название файла изображения,Идентификатор видео,Путь до превью видео,Формат,Источник текста,Тип площадки,Вид размещения,Тематика телеграм-канала,Тип устройства,Тип операционной системы,Тип связи,Пол,Возраст,Уровень платежеспособности,Уровень трат в категории,"Расход, ₽",Показы,Клики,Конверсии,"CR, %","CPA, ₽","CTR, %","CPC, ₽",Взвешенные показы,"Взвешенный CTR, %",Ср. объём трафика,Ср. позиция показа,Ср. позиция клика
16.08.2026,Закат на море,5779888441,Фраза,морская прогулка на яхте адлер,-,0,-,0,прогулка на яхте адлер,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1917466423210544416,Архивные,Комбинаторное,Прогулка на закат в море - Сириус,Закат на катере с Имеретинского порта. С 18 до 20 часов. Катеров немного,https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.55,0.00,54.55,4.00,-
16.08.2026,Закат на море,5779888441,Фраза,морская прогулка на яхте адлер,-,0,-,0,прогулка на яхте в адлере,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1917466423210544416,Архивные,Комбинаторное,Прогулка на закат в море - Сириус,Закат на катере с Имеретинского порта. С 18 до 20 часов. Катеров немного,https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Не определен,Не определен,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.30,0.00,30.06,4.00,-
16.08.2026,Закат на море,5779888441,Фраза,морская прогулка на яхте адлер,-,0,-,0,экскурсии по краснодарскому краю на яхте адлер,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1917466423210544416,Архивные,Комбинаторное,Закат в море на яхте в Сириусе,"Вечерняя морская прогулка с 18 часов. Закат в море, панорама Олимпийского парка",https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Женский,25-34 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.55,0.00,54.89,4.00,-
16.08.2026,Закат на море,5779888441,Фраза,морская прогулка на яхте адлер,-,0,-,0,яхта адлер прогулка,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1917466423210544416,Архивные,Комбинаторное,Закажите яхту на закат в море - Сириус,"Вечерняя морская прогулка с 18 часов. Закат в море, панорама Олимпийского парка",https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,25-34 года,2–5%,Не определено,0.00,1,0,0,-,-,0.00,-,0.82,0.00,82.37,6.00,-
16.08.2026,Закат на море,5779888441,Фраза,морская прогулка на яхте адлер,-,0,-,0,яхта адлер прогулка,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1917466423210544416,Архивные,Комбинаторное,Закат в море на яхте в Сириусе,"Вечерняя морская прогулка с 18 часов. Закат в море, панорама Олимпийского парка",https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Женский,18-24 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.62,0.00,62.34,3.00,-
16.08.2026,Закат на море,5779888441,Фраза,морская прогулка на яхте адлер,-,0,-,0,яхта адлер прогулка,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1917466423210544416,Архивные,Комбинаторное,Закат в море на яхте в Сириусе,"Вечерняя морская прогулка с 18 часов. Закат в море, панорама Олимпийского парка",https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Женский,18-24 года,6–10%,Не определено,0.00,2,0,0,-,-,0.00,-,0.60,0.00,29.83,4.00,-
16.08.2026,Закат на море,5779888441,Фраза,морская прогулка на яхте адлер,-,0,-,0,яхта адлер прогулка,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1917567555731541131,Архивные,Комбинаторное,Закажите яхту на закат в море - Сириус,"Вечерняя морская прогулка с 18 часов. Закат в море, панорама Олимпийского парка",https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Женский,18-24 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.37,0.00,36.97,5.00,-
16.08.2026,Закат на море,5779888441,Фраза,морская прогулка на яхте адлер,-,0,-,0,яхта адлер прогулка свой флот,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,,1917466423210544416,Архивные,Комбинаторное,Прогулка на закат в море - Сириус,Закат на катере с Имеретинского порта. С 18 до 20 часов. Катеров немного,https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Женский,18-24 года,6–10%,Не определено,0.00,1,0,0,-,-,0.00,-,0.20,0.00,20.18,4.00,-
16.08.2026,Закат на море,5779888441,Фраза,морская прогулка на яхте адлер,-,0,-,0,яхта в адлере сочи,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1917466423210544416,Архивные,Комбинаторное,Закажите яхту на закат в море - Сириус,"Вечерняя морская прогулка с 18 часов. Закат в море, панорама Олимпийского парка",https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.84,0.00,83.83,2.00,-
16.08.2026,Закат на море,5779888441,Фраза,морская прогулка сириус,-,0,-,0,горбилет сириус морская прогулка,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,1917567555731541131,Архивные,Комбинаторное,Прогулка на закат в море - Сириус,"Вечерняя морская прогулка с 18 часов. Закат в море, панорама Олимпийского парка",https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.47,0.00,46.52,2.00,-
16.08.2026,Закат на море,5779888441,Фраза,морская прогулка сириус,-,0,-,0,кататься по морю в сириусе,Целевые запросы,Запросы без упоминания брендов,Семантическое,,1917466423210544416,Архивные,Комбинаторное,Прогулка на закат в море - Сириус,Закат на катере с Имеретинского порта. С 18 до 20 часов. Катеров немного,https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Женский,35-44 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.63,0.00,63.25,4.00,-
16.08.2026,Закат на море,5779888441,Фраза,морская прогулка сириус,-,0,-,0,морская прогулка на яхте сириус,Целевые запросы,Запросы без упоминания брендов,Семантическое,,1917466423210544416,Архивные,Комбинаторное,Закат в море на яхте в Сириусе,"Вечерняя морская прогулка с 18 часов. Закат в море, панорама Олимпийского парка",https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,18-24 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.83,0.00,83.02,6.00,-
16.08.2026,Закат на море,5779888441,Фраза,морская прогулка сириус,-,0,-,0,морская прогулка на яхте сириус,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,,1917567555731541131,Архивные,Комбинаторное,Прогулка на закат в море - Сириус,Закат на катере с Имеретинского порта. С 18 до 20 часов. Катеров немного,https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Женский,18-24 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.33,0.00,33.26,4.00,-
16.08.2026,Закат на море,5779888441,Фраза,морская прогулка сириус,-,0,-,0,прогулка на парусной додке в сириусе,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,,1917567555731541131,Архивные,Комбинаторное,Прогулка на закат в море - Сириус,"Вечерняя морская прогулка с 18 часов. Закат в море, панорама Олимпийского парка",https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,2–5%,Не определено,0.00,1,0,0,-,-,0.00,-,0.64,0.00,63.79,2.00,-
16.08.2026,Закат на море,5779888441,Фраза,морская прогулка сириус,-,0,-,0,прогулки на яхте сириус,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1917466423210544416,Архивные,Комбинаторное,Закат в море на яхте в Сириусе,"Вечерняя морская прогулка с 18 часов. Закат в море, панорама Олимпийского парка",https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,25-34 года,Топ 1%,Не определено,0.00,1,1,0,0.00,-,100.00,0.00,0.97,102.64,97.42,1.00,1.00
16.08.2026,Закат на море,5779888441,Фраза,морская прогулка сириус,-,0,-,0,сириус яхта прогулочная,Целевые запросы,Запросы без упоминания брендов,Семантическое,,1917466423210544416,Архивные,Комбинаторное,Закажите яхту на закат в море - Сириус,Закат на катере с Имеретинского порта. С 18 до 20 часов. Катеров немного,https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Женский,Старше 55,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.73,0.00,73.45,2.00,-
16.08.2026,Закат на море,5779888441,Фраза,морские прогулки адлер -2026 -яхта -цена,-,0,-,0,адлер прогулки на пароходе,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,,1917567555731541131,Архивные,Комбинаторное,Прогулка на закат в море - Сириус,"Закат короткий, время популярное - с 18 часов. Бронируйте заранее. Музыка, Wi-Fi",https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Женский,35-44 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.37,0.00,37.03,4.00,-
16.08.2026,Закат на море,5779888441,Фраза,морские прогулки адлер -2026 -яхта -цена,-,0,-,0,адлер сочи по воде,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1917567555731541131,Активные,Комбинаторное,Закат в море - выход с 18:00 часов. Сириус,Яхта целиком с 18:00. Для двоих и компании. От 2 часов,https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.63,0.00,63.09,4.00,-
16.08.2026,Закат на море,5779888441,Фраза,морские прогулки адлер -2026 -яхта -цена,-,0,-,0,адлерский порт прогулки на катере,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,,1917466423210544416,Архивные,Комбинаторное,Прогулка на закат в море - Сириус,Закат на катере с Имеретинского порта. С 18 до 20 часов. Катеров немного,https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Женский,18-24 года,Остальные,Не определено,0.00,1,1,0,0.00,-,100.00,0.00,0.74,135.93,73.57,2.00,2.00
16.08.2026,Закат на море,5779888441,Фраза,морские прогулки адлер -2026 -яхта -цена,-,0,-,0,водные экскурсии адлер,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1917567555731541131,Архивные,Комбинаторное,Прогулка на закат в море - Сириус,"Вечерняя морская прогулка с 18 часов. Закат в море, панорама Олимпийского парка",https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Женский,18-24 года,2–5%,Не определено,0.00,1,0,0,-,-,0.00,-,0.56,0.00,55.65,4.00,-
16.08.2026,Закат на море,5779888441,Фраза,морские прогулки адлер -2026 -яхта -цена,-,0,-,0,водные экскурсии в адлере,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1917567555731541131,Архивные,Комбинаторное,Прогулка на закат в море - Сириус,"Вечерняя морская прогулка с 18 часов. Закат в море, панорама Олимпийского парка",https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Женский,45-54 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.59,0.00,58.72,4.00,-
16.08.2026,Закат на море,5779888441,Фраза,морские прогулки адлер -2026 -яхта -цена,-,0,-,0,имеретинский порт адлер морские прогулки,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,,1917466423210544416,Архивные,Комбинаторное,Прогулка на закат в море - Сириус,Закат на катере с Имеретинского порта. С 18 до 20 часов. Катеров немного,https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Женский,18-24 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.49,0.00,48.71,4.00,-
16.08.2026,Закат на море,5779888441,Фраза,морские прогулки адлер -2026 -яхта -цена,-,0,-,0,индивидуальная морская прогулка сириус,Целевые запросы,Запросы без упоминания брендов,Семантическое,,1917567555731541131,Архивные,Комбинаторное,Прогулка на закат в море - Сириус,"Вечерняя морская прогулка с 18 часов. Закат в море, панорама Олимпийского парка",https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Женский,18-24 года,2–5%,Не определено,0.00,1,1,0,0.00,-,100.00,0.00,1.10,91.02,109.87,2.00,2.00
16.08.2026,Закат на море,5779888441,Фраза,морские прогулки адлер -2026 -яхта -цена,-,0,-,0,морская прогулка адлер,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1917567555731541131,Архивные,Комбинаторное,Прогулка на закат в море - Сириус,"Вечерняя морская прогулка с 18 часов. Закат в море, панорама Олимпийского парка",https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,18-24 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.26,0.00,26.12,4.00,-
16.08.2026,Закат на море,5779888441,Фраза,морские прогулки адлер -2026 -яхта -цена,-,0,-,0,морская прогулка адлер,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1917567555731541131,Архивные,Комбинаторное,Прогулка на закат в море - Сириус,"Вечерняя морская прогулка с 18 часов. Закат в море, панорама Олимпийского парка",https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,18-24 года,2–5%,Не определено,0.00,1,0,0,-,-,0.00,-,0.91,0.00,91.24,1.00,-
16.08.2026,Закат на море,5779888441,Фраза,морские прогулки адлер -2026 -яхта -цена,-,0,-,0,морская прогулка адлер,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1917567555731541131,Архивные,Комбинаторное,Прогулка на закат в море - Сириус,"Вечерняя морская прогулка с 18 часов. Закат в море, панорама Олимпийского парка",https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Женский,25-34 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.95,0.00,94.63,1.00,-
16.08.2026,Закат на море,5779888441,Фраза,морские прогулки адлер -2026 -яхта -цена,-,0,-,0,морская прогулка адлер,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1917567555731541131,Архивные,Комбинаторное,Прогулка на закат в море - Сириус,Закат на катере с Имеретинского порта. С 18 до 20 часов. Катеров немного,https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,18-24 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.24,0.00,24.46,4.00,-
16.08.2026,Закат на море,5779888441,Фраза,морские прогулки адлер -2026 -яхта -цена,-,0,-,0,морская прогулка адлер чкаловский район,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,,1917567555731541131,Архивные,Комбинаторное,Прогулка на закат в море - Сириус,"Вечерняя морская прогулка с 18 часов. Закат в море, панорама Олимпийского парка",https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,35-44 года,Остальные,Не определено,0.00,2,0,0,-,-,0.00,-,1.63,0.00,81.41,6.00,-
16.08.2026,Закат на море,5779888441,Фраза,морские прогулки адлер -2026 -яхта -цена,-,0,-,0,морская прогулка сириус адлер,Целевые запросы,Запросы без упоминания брендов,Семантическое,,1917567555731541131,Архивные,Комбинаторное,Прогулка на закат в море - Сириус,"Закат короткий, время популярное - с 18 часов. Бронируйте заранее. Музыка, Wi-Fi",https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Женский,18-24 года,2–5%,Не определено,0.00,1,0,0,-,-,0.00,-,0.80,0.00,80.23,3.00,-
16.08.2026,Закат на море,5779888441,Фраза,морские прогулки адлер -2026 -яхта -цена,-,0,-,0,морские прогулки адлер,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1917567555731541131,Архивные,Комбинаторное,Прогулка на закат в море - Сириус,"Вечерняя морская прогулка с 18 часов. Закат в море, панорама Олимпийского парка",https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Женский,45-54 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.43,0.00,42.96,4.00,-
16.08.2026,Закат на море,5779888441,Фраза,морские прогулки адлер -2026 -яхта -цена,-,0,-,0,морские прогулки адлер,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1917567555731541131,Архивные,Комбинаторное,Прогулка на закат в море - Сириус,Закат на катере с Имеретинского порта. С 18 до 20 часов. Катеров немного,https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Мобильная связь,Мужской,Старше 55,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.29,0.00,29.24,4.00,-
16.08.2026,Закат на море,5779888441,Фраза,морские прогулки адлер -2026 -яхта -цена,-,0,-,0,морские прогулки адлер официальный сайт,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,1917567555731541131,Архивные,Комбинаторное,Прогулка на закат в море - Сириус,"Вечерняя морская прогулка с 18 часов. Закат в море, панорама Олимпийского парка",https://boat-sochi.ru?utm_term=zakat_ai#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Женский,Старше 55,Остальные,Не определено,0.00,1,1,0,0.00,-,100.00,0.00,0.25,399.68,25.02,3.00,3.00
16.08.2026,Закат на море,5779888441,Фраза,морские прогулки адлер -2026 -яхта -цена,-,0,-,0,морские прогулки в адлере,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1917466423210544416,Архивные,Комбинаторное,Прогулка на закат в море - Сириус,Закат на катере с Имеретинского порта. С 18 до 20 часов. Катеров немного,https://boat-sochi.ru?utm_term=zakat_my#zakat,-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Женский,45-54 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.43,0.00,43.34,4.00,-
