День,Название группы,№ Группы,Тип условия показа,Ключевая фраза,Условие подбора аудитории,Условие подбора аудитории,Название корректировки,Корректировки,Поисковый запрос,Категория запроса,Упоминания брендов в запросах,Тип соответствия,№ Объявления,Тип объявления,Заголовок,Текст,Статус объявления,Ссылка,Путь до изображения,Название файла изображения,Идентификатор видео,Путь до превью видео,Формат,Источник текста,Тип площадки,Вид размещения,Тематика телеграм-канала,Тип устройства,Тип операционной системы,Тип связи,Подобранная фраза,Пол,Возраст,Уровень платежеспособности,Уровень трат в категории,Производитель устройства,Версия ОС устройства,"Расход, ₽",Показы,Клики,Конверсии,"CR, %","CPA, ₽","CTR, %","CPC, ₽",Взвешенные показы,"Взвешенный CTR, %",Ср. объём трафика,Ср. позиция показа,Ср. позиция клика,"Отказы, %",Глубина просмотра
20.08.2026,Аренда в Сириусе,5787634638,Автотаргетинг,,-,0,-,0,сирус сочи на лодке,Целевые запросы,Запросы без упоминания брендов,-,1918637737025426521,Комбинаторное,Заголовок из контента поискового сниппета или настроек объявления,Текст из контента поискового сниппета или настроек объявления,Активные,https://boat-sochi.ru/?utm_content=sirius_1&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Динамические места на поиске,Не определено,Смартфоны,iOS,Wi-Fi,,Женский,25-34 года,Остальные,Не определено,-,-,0.00,2,0,0,-,-,0.00,-,1.42,0.00,71.08,1.00,-,-,-
20.08.2026,Аренда в Сириусе,5787634638,Автотаргетинг,,-,0,-,0,снять катер в сочи морпорт,Целевые запросы,Запросы без упоминания брендов,-,1918637737025426522,Комбинаторное,Заголовок из контента поискового сниппета или настроек объявления,Текст из контента поискового сниппета или настроек объявления,Активные,https://boat-sochi.ru/?utm_content=sirius_2&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Динамические места на поиске,Не определено,Смартфоны,iOS,Wi-Fi,,Мужской,25-34 года,2–5%,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.18,0.00,18.04,7.00,-,-,-
20.08.2026,Аренда в Сириусе,5787634638,Автотаргетинг,,-,0,-,0,снять катера,Целевые запросы,Запросы без упоминания брендов,-,1918637737025426522,Комбинаторное,Аренда катера в Сириусе — от 2 часов,Не групповая экскурсия. До 7 гостей на катере «Сириус». Уточните свободное окно.,Активные,https://boat-sochi.ru/?utm_content=sirius_2&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,,Женский,18-24 года,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.11,0.00,11.33,2.00,-,-,-
20.08.2026,Аренда в Сириусе,5787634638,Автотаргетинг,,-,0,-,0,сочи плавание в море в жилетах,Целевые запросы,Запросы без упоминания брендов,-,1918637737025426522,Комбинаторное,Заголовок из контента поискового сниппета или настроек объявления,Текст из контента поискового сниппета или настроек объявления,Активные,https://boat-sochi.ru/?utm_content=sirius_2&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Динамические места на поиске,Не определено,Смартфоны,iOS,Wi-Fi,,Мужской,18-24 года,Остальные,Не определено,-,-,0.00,1,1,0,0.00,-,100.00,0.00,0.60,166.43,60.08,2.00,2.00,-,-
20.08.2026,Аренда в Сириусе,5787634638,Автотаргетинг,,-,0,-,0,яхт клуб сириус регата,Целевые запросы,Запросы без упоминания брендов,-,1918637737025426522,Комбинаторное,Арендовать яхту в Сириусе — бронь сегодня,"Весь катер для вас, не групповая прогулка. Выход из Имеретинского порта. От 2 часов",Активные,https://boat-sochi.ru/?utm_content=sirius_2&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,,Женский,45-54 года,6–10%,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.09,0.00,8.50,5.00,-,-,-
20.08.2026,Аренда в Сириусе,5787634638,Автотаргетинг,,-,0,-,0,яхта прогулка сириус,Целевые запросы,Запросы без упоминания брендов,-,1918637737025426521,Комбинаторное,"Морская прогулка на яхте — Сириус, Парусная 1",Не групповая экскурсия. До 7 гостей на катере «Сириус». Уточните свободное окно.,Активные,https://boat-sochi.ru/?utm_content=sirius_1&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,,Женский,25-34 года,Топ 1%,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.09,0.00,8.50,5.00,-,-,-
20.08.2026,Аренда в Сириусе,5787634638,Автотаргетинг,,-,0,-,0,яхта прогулка сириус,Целевые запросы,Запросы без упоминания брендов,-,1918637737025426522,Комбинаторное,Заголовок из контента поискового сниппета или настроек объявления,Текст из контента поискового сниппета или настроек объявления,Активные,https://boat-sochi.ru/?utm_content=sirius_2&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Динамические места на поиске,Не определено,Смартфоны,iOS,Wi-Fi,,Женский,25-34 года,Топ 1%,Не определено,-,-,0.00,2,0,0,-,-,0.00,-,1.66,0.00,83.12,1.00,-,-,-
20.08.2026,Клиенты в Сириусе,5673220658,Фраза,морская прогулка Имеретинская бухта,-,0,-,0,морская прогулка имеретинский порт,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,17381774045,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=client&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,,Женский,25-34 года,2–5%,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.47,0.00,46.68,3.00,-,-,-
20.08.2026,Клиенты в Сириусе,5673220658,Фраза,морская прогулка на катере сочи,-,0,-,0,лазаревское прогулка на скоростном катере,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,17381774045,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=client&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,,Мужской,25-34 года,2–5%,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.65,0.00,64.80,2.00,-,-,-
20.08.2026,Клиенты в Сириусе,5673220658,Фраза,морская прогулка на катере сочи,-,0,-,0,покататься на катере в хосте,Целевые запросы,Запросы без упоминания брендов,Семантическое,17381774045,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=client&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,,Женский,35-44 года,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.59,0.00,58.65,4.00,-,-,-
20.08.2026,Клиенты в Сириусе,5673220658,Фраза,морская прогулка на катере сочи,-,0,-,0,прогулка катер адлер,Целевые запросы,Запросы без упоминания брендов,Семантическое,17381774045,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=client&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,,Женский,18-24 года,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.66,0.00,66.14,3.00,-,-,-
20.08.2026,Клиенты в Сириусе,5673220658,Фраза,морская прогулка на катере сочи,-,0,-,0,прогулка на катере сочи хоста,Целевые запросы,Запросы без упоминания брендов,Семантическое,17381764710,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=client&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,,Женский,25-34 года,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.76,0.00,76.27,3.00,-,-,-
20.08.2026,Клиенты в Сириусе,5673220658,Фраза,морская прогулка на катере сочи,-,0,-,0,сочи причал 135 голден хиллс на катере,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,17381774045,Комбинаторное,Заголовок из контента поискового сниппета или настроек объявления,Текст из контента поискового сниппета или настроек объявления,Активные,https://boat-sochi.ru/?utm_content=client&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Динамические места на поиске,Не определено,Смартфоны,Android,Wi-Fi,,Женский,35-44 года,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.25,0.00,25.08,5.00,-,-,-
20.08.2026,Клиенты в Сириусе,5673220658,Фраза,морские прогулки сириус -сегодня,-,0,-,0,где в сириусе покататься на катере,Целевые запросы,Запросы без упоминания брендов,Семантическое,17381764710,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=client&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,,Женский,35-44 года,Остальные,Не определено,-,-,0.00,1,1,0,0.00,-,100.00,0.00,1.15,87.16,114.73,2.00,2.00,100.00,1.00
20.08.2026,Клиенты в Сириусе,5673220658,Фраза,морские прогулки сириус -сегодня,-,0,-,0,морская прогулка имеретинский порт сириус,Целевые запросы,Запросы без упоминания брендов,Семантическое,17381764710,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=client&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,,Женский,25-34 года,2–5%,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.76,0.00,75.69,3.00,-,-,-
20.08.2026,Клиенты в Сириусе,5673220658,Фраза,морские прогулки сириус -сегодня,-,0,-,0,морские прогулки с купанием сириус,Целевые запросы,Запросы без упоминания брендов,Семантическое,17381774045,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=client&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,,Женский,18-24 года,Остальные,Не определено,-,-,0.00,1,1,0,0.00,-,100.00,0.00,1.09,91.62,109.14,2.00,2.00,0.00,2.00
20.08.2026,Клиенты в Сириусе,5673220658,Фраза,морские прогулки сириус -сегодня,-,0,-,0,морские прогулки сириус,Целевые запросы,Запросы без упоминания брендов,Семантическое,17381774045,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=client&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,,Женский,35-44 года,Остальные,Не определено,-,-,0.00,1,1,0,0.00,-,100.00,0.00,0.99,100.87,99.14,2.00,2.00,0.00,1.00
20.08.2026,Клиенты в Сириусе,5673220658,Фраза,морские прогулки сириус -сегодня,-,0,-,0,прогулка на паруснике сириус,Целевые запросы,Запросы без упоминания брендов,Семантическое,17381764710,Комбинаторное,Заголовок из контента поискового сниппета или настроек объявления,Текст из контента поискового сниппета или настроек объявления,Активные,https://boat-sochi.ru/?utm_content=client&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Динамические места на поиске,Не определено,Смартфоны,iOS,Wi-Fi,,Женский,25-34 года,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.08,0.00,7.94,8.00,-,-,-
20.08.2026,Клиенты в Сириусе,5673220658,Фраза,морские прогулки сириус -сегодня,-,0,-,0,прогулка на парусной яхте сириус,Целевые запросы,Запросы без упоминания брендов,Семантическое,17381774045,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=client&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,,Мужской,18-24 года,Остальные,Не определено,-,-,0.00,1,1,0,0.00,-,100.00,0.00,0.96,103.77,96.36,2.00,2.00,0.00,2.00
20.08.2026,Клиенты в Сириусе,5673220658,Фраза,морские прогулки сириус -сегодня,-,0,-,0,экскурсия яхта сириус,Целевые запросы,Запросы без упоминания брендов,Семантическое,17381774045,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=client&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,,Мужской,25-34 года,2–5%,Не определено,-,-,0.00,1,1,0,0.00,-,100.00,0.00,1.07,93.13,107.38,2.00,2.00,0.00,1.00
20.08.2026,Клиенты в Сириусе,5673220658,Фраза,прогулка на яхте в Сириусе,-,0,-,0,прогулка на паруснике сириус,Целевые запросы,Запросы без упоминания брендов,Семантическое,17381774045,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=client&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,,Женский,25-34 года,Остальные,Не определено,-,-,0.00,1,1,0,0.00,-,100.00,0.00,1.05,94.79,105.49,2.00,2.00,0.00,3.00
20.08.2026,Клиенты в Сириусе,5673220658,Фраза,сколько стоит прогулка на катере в сочи,-,0,-,0,стоимость прогулки на катере из морского порта в сочи,Целевые запросы,Запросы без упоминания брендов,Семантическое,17381774045,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=client&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,,Женский,Старше 55,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.91,0.00,91.08,3.00,-,-,-
20.08.2026,Клиенты в Сириусе,5673220658,Фраза,яхта в аренду Адлер,-,0,-,0,аренда яхты адлер,Целевые запросы,Запросы без упоминания брендов,Семантическое,17381774045,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=client&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,,Женский,35-44 года,6–10%,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.82,0.00,81.72,2.00,-,-,-
20.08.2026,Клиенты в Сириусе,5673220658,Автотаргетинг,,-,0,-,0,аренда катера сириус,Целевые запросы,Запросы без упоминания брендов,-,17381764710,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=client&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,,Женский,25-34 года,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.88,0.00,87.85,2.00,-,-,-
20.08.2026,Клиенты в Сириусе,5673220658,Автотаргетинг,,-,0,-,0,морские прогулки в адлере,Целевые запросы,Запросы без упоминания брендов,-,17381774045,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=client&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,,Женский,Старше 55,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.64,0.00,63.92,4.00,-,-,-
20.08.2026,Клиенты в Сириусе,5673220658,Автотаргетинг,,-,0,-,0,морские прогулки сириус,Целевые запросы,Запросы без упоминания брендов,-,17381764710,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=client&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,,Женский,35-44 года,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.98,0.00,97.90,2.00,-,-,-
20.08.2026,Клиенты в Сириусе,5673220658,Автотаргетинг,,-,0,-,0,морские прогулки сириус,Целевые запросы,Запросы без упоминания брендов,-,17381764710,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=client&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,Android,Мобильная связь,,Мужской,35-44 года,Топ 1%,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.09,0.00,8.50,5.00,-,-,-
20.08.2026,Клиенты в Сириусе,5673220658,Автотаргетинг,,-,0,-,0,покататься на катере в сириусе,Целевые запросы,Запросы без упоминания брендов,-,17381734309,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=client&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,,Женский,35-44 года,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.09,0.00,8.50,5.00,-,-,-
20.08.2026,Клиенты в Сириусе,5673220658,Автотаргетинг,,-,0,-,0,прогулка на катере сириус,Целевые запросы,Запросы без упоминания брендов,-,17381774045,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=client&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Реклама в саджесте,Не определено,Смартфоны,Android,Wi-Fi,,Женский,25-34 года,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,1.00,-,-,-
20.08.2026,Клиенты в Сириусе,5673220658,Автотаргетинг,,-,0,-,0,сириус прогулка на яхте,Целевые запросы,Запросы без упоминания брендов,-,17381774045,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=client&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,,Мужской,35-44 года,2–5%,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.92,0.00,91.63,2.00,-,-,-
20.08.2026,Россия,5738069138,Фраза,аренда катера -сочи -сириус -адлер -имеретинка,-,0,-,0,89272271884 катер в аренду саратов,Широкие запросы,Запросы без упоминания брендов,Пословное,17676642893,Комбинаторное,"Морские прогулки в Сириусе, аренда каютного катера.","Аренда катера с капитаном. Новые впечатления, незабываемые эмоции и яркие кадры.",Активные,https://boat-sochi.ru/?utm_content=russia&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Не определено,Смартфоны,Android,Мобильная связь,,Женский,45-54 года,Остальные,Не определено,-,-,0.00,1,0,0,-,-,0.00,-,0.09,0.00,8.50,5.00,-,-,-
