День,Название группы,№ Группы,Тип условия показа,Ключевая фраза,Условие подбора аудитории,Условие подбора аудитории,Название корректировки,Корректировки,Поисковый запрос,Категория запроса,Упоминания брендов в запросах,Тип соответствия,Подобранная фраза,Тип площадки,Вид размещения,Пол,Возраст,№ Объявления,Заголовок,"Расход, ₽",Показы,Клики,Конверсии,"CR, %","CPA, ₽","CTR, %","CPC, ₽",Взвешенные показы,"Взвешенный CTR, %",Ср. объём трафика,Ср. позиция показа,Ср. позиция клика
27.07.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термопанели фасадные под кирпич для наружной отделки плюсы и минусы отзывы,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Мужской,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.99,0.00,98.59,2.00,-
27.07.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термопанель на цоколь частного дома,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Мужской,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.45,0.00,44.58,8.00,-
27.07.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термопанель на цоколь частного дома,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Мужской,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.32,0.00,32.27,5.00,-
27.07.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термопанель фасадная,Широкие запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,Мужской,45-54 года,1915593209731060056,Фасадные термопанели под кирпич для наружной отделки.,0.00,1,0,0,-,-,0.00,-,0.58,0.00,57.76,4.00,-
27.07.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термоплиты,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Мужской,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,2,0,0,-,-,0.00,-,0.58,0.00,28.81,6.00,-
27.07.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термосайдинг для наружной отделки дома,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Мужской,35-44 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,2,0,0,-,-,0.00,-,1.09,0.00,54.58,7.00,-
27.07.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термосайдинг для наружной отделки дома,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Мужской,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,2,0,0,-,-,0.00,-,1.09,0.00,54.58,7.00,-
27.07.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термосайдинг для наружной отделки дома,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Мужской,35-44 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,2,0,0,-,-,0.00,-,0.77,0.00,38.70,4.00,-
27.07.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термосайдинг для наружной отделки дома,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Мужской,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,3,0,0,-,-,0.00,-,1.17,0.00,39.04,4.33,-
27.07.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термосайдинг для наружной отделки дома,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Мужской,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.32,0.00,32.27,5.00,-
27.07.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,термосайдинг для наружной отделки дома 40 мм,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Мужской,35-44 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.65,0.00,64.58,6.00,-
27.07.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,уличная стена,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Женский,45-54 года,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,0.45,0.00,44.58,8.00,-
27.07.2026,Термопанели (транз),5772834263,Автотаргетинг,,-,0,-,0,установка клинкера,Сопутствующие запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,Мужской,Старше 55,1915593209731060056,Клинкерные термопанели для наружной отделки дома.,0.00,1,0,0,-,-,0.00,-,1.01,0.00,101.21,3.00,-
