Название кампании,№ Кампании,День,Название группы,№ Группы,Тип условия показа,Ключевая фраза,Условие подбора аудитории,Условие подбора аудитории,Название корректировки,Корректировки,Поисковый запрос,Категория запроса,Упоминания брендов в запросах,Тип соответствия,Подобранная фраза,Название товара или каталога,Производитель товара,Категория товара,Тип площадки,Вид размещения,Тематика телеграм-канала,Тип устройства,Тип операционной системы,Тип связи,Пол,Возраст,Уровень платежеспособности,Уровень трат в категории,№ Объявления,Статус объявления,Тип объявления,Заголовок,Текст,Ссылка,Путь до изображения,Название файла изображения,Идентификатор видео,Путь до превью видео,Формат,Источник текста,"Расход, ₽",Клики,Конверсии,"CR, %","CPA, ₽",Показы,"CPC, ₽","CTR, %",Взвешенные показы,"Взвешенный CTR, %",Ср. объём трафика,Ср. позиция показа,Ср. позиция клика,"Отказы, %",Глубина просмотра
Термопанели в Выборге,712773255,26.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,термопанели с клинкером фасадные,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,45-54 года,2–5%,Не определено,1915608023072927866,Активные,Комбинаторное,Термопанели с клинкером. Свое производство в Выборге,"Термопанели с клинкером. Собственное производство, своя цена, нет посредников.",https://marmara-pro.ru?utm_content=geo&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,0.00,0,0,-,-,1,-,0.00,0.09,0.00,8.50,5.00,-,-,-
Термопанели в Выборге,712773255,26.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,термопанели с клинкером фасадные,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Товарная галерея,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,45-54 года,2–5%,Не определено,1915608023072927866,Активные,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,"Термопанели с клинкером. Собственное производство, своя цена, нет посредников.",https://marmara-pro.ru?utm_content=geo&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5250956/5XPY7aqvM1xRQF8e4uTrqg,карусель 4-3_06.jpg,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.99,0.00,98.59,2.00,-,-,-
Термопанели в Выборге,712773255,26.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,термопанели фасадные 50мм,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,35-44 года,Остальные,Не определено,1915608023072927866,Активные,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,"Термопанели с клинкером. Собственное производство, своя цена, нет посредников.",https://marmara-pro.ru?utm_content=geo&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.65,0.00,64.58,6.00,-,-,-
Термопанели в Выборге,712773255,26.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,термопанели фасадные 50мм,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Wi-Fi,Женский,35-44 года,Остальные,Не определено,1915608023072927866,Активные,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,"Термопанели с клинкером. Собственное производство, своя цена, нет посредников.",https://marmara-pro.ru?utm_content=geo&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5250956/5XPY7aqvM1xRQF8e4uTrqg,карусель 4-3_06.jpg,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,2,-,0.00,0.51,0.00,25.32,8.00,-,-,-
Термопанели в Выборге,712773255,26.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,термопанель фасадная,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,45-54 года,Остальные,Не определено,1915608023072927866,Активные,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,"Термопанели с клинкером. Собственное производство, своя цена, нет посредников.",https://marmara-pro.ru?utm_content=geo&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.45,0.00,44.58,8.00,-,-,-
Термопанели в Выборге,712773255,26.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,термопанель фасадная,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Wi-Fi,Женский,45-54 года,Остальные,Не определено,1915608023072927866,Активные,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,"Термопанели с клинкером. Собственное производство, своя цена, нет посредников.",https://marmara-pro.ru?utm_content=geo&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5250956/5XPY7aqvM1xRQF8e4uTrqg,карусель 4-3_06.jpg,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.25,0.00,25.29,9.00,-,-,-
Термопанели в Выборге,712773255,26.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,утепленные панели для стен для наружной отделки цена за м2,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,45-54 года,2–5%,Не определено,1915608023072927866,Активные,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,"Термопанели с клинкером. Собственное производство, своя цена, нет посредников.",https://marmara-pro.ru?utm_content=geo&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.45,0.00,44.58,8.00,-,-,-
Термопанели в Выборге,712773255,26.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,фасадная плита с утеплителем,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Товарная галерея,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,25-34 года,Остальные,Не определено,1915608023072927866,Активные,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,"Термопанели с клинкером. Собственное производство, своя цена, нет посредников.",https://marmara-pro.ru?utm_content=geo&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5250956/5XPY7aqvM1xRQF8e4uTrqg,карусель 4-3_06.jpg,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.13,0.00,13.46,15.00,-,-,-
Термопанели в Выборге,712773255,26.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,фасадная термопанель,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Wi-Fi,Женский,Старше 55,Остальные,Не определено,1915608023072927866,Активные,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,"Термопанели с клинкером. Собственное производство, своя цена, нет посредников.",https://marmara-pro.ru?utm_content=geo&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5250956/5XPY7aqvM1xRQF8e4uTrqg,карусель 4-3_06.jpg,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.25,0.00,25.29,9.00,-,-,-
Термопанели в Выборге,712773255,26.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,фасадные термопанели,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,25-34 года,Остальные,Не определено,1915608023072927866,Активные,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,"Термопанели с клинкером. Собственное производство, своя цена, нет посредников.",https://marmara-pro.ru?utm_content=geo&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,2,-,0.00,1.29,0.00,64.58,6.00,-,-,-
Термопанели в Выборге,712773255,26.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,фасадные термопанели,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,1915608023072927866,Активные,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,"Термопанели с клинкером. Собственное производство, своя цена, нет посредников.",https://marmara-pro.ru?utm_content=geo&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,2,-,0.00,0.99,0.00,49.58,7.50,-,-,-
Термопанели в Выборге,712773255,26.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,фасадные термопанели,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Wi-Fi,Мужской,25-34 года,Остальные,Не определено,1915608023072927866,Активные,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,"Термопанели с клинкером. Собственное производство, своя цена, нет посредников.",https://marmara-pro.ru?utm_content=geo&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5250956/5XPY7aqvM1xRQF8e4uTrqg,карусель 4-3_06.jpg,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,3,-,0.00,0.79,0.00,26.29,7.00,-,-,-
Термопанели в Выборге,712773255,26.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,фасадные термопанели для наружной отделки,Целевые запросы,Запросы без упоминания брендов,-,,Термопанели с клинкерной плиткой — КлинкерПрофи,,,Поиск,Товарная галерея,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,1918167638897563177,Активные,Страницы каталога,Термопанели с клинкерной плиткой. Производство в Выборге,"Фасадные термопанели с клинкером. Производство в Выборге, доставка по СПб...",https://marmara-pro.ru/termo?utm_content=catalog&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,0.00,0,0,-,-,1,-,0.00,0.36,0.00,35.97,7.00,-,-,-
Термопанели в Выборге,712773255,26.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,фасадные термопанели от производителя,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,1915608023072927866,Активные,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,"Термопанели с клинкером. Собственное производство, своя цена, нет посредников.",https://marmara-pro.ru?utm_content=geo&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.45,0.00,44.58,8.00,-,-,-
Термопанели в Выборге,712773255,26.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,цокольные панели 600мм высота,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,6–10%,Не определено,1915608023072927866,Активные,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,"Термопанели с клинкером. Собственное производство, своя цена, нет посредников.",https://marmara-pro.ru?utm_content=geo&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.65,0.00,64.58,6.00,-,-,-
Термопанели в Выборге,712773255,26.08.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,цокольные панели 600мм ширина,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,6–10%,Не определено,1915608023072927866,Активные,Комбинаторное,Термопанели с клинкерной плиткой. Производство в Выборге,"Термопанели с клинкером. Собственное производство, своя цена, нет посредников.",https://marmara-pro.ru?utm_content=geo&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.65,0.00,64.58,6.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,27.08.2026,Приозерский район,5776633358,Фраза,термопанели производитель,-,0,-,0,фасадные термопанели для наружной отделки дома цена от производителя,Не определено,-,Пословное,,,,,Поиск,Реклама в саджесте,Не определено,Смартфоны,Android,Wi-Fi,Женский,Старше 55,Остальные,Не определено,1916597733861553174,Активные,Комбинаторное,"Клинкерные термопанели, Приозерский р-н","Утепление и фасад. Завод в Выборге. Доставка в Приозерск, Сосново, Лосево. От 1 550 ₽",https://marmara-pro.ru?utm_source=yandex&utm_medium=cpc&utm_campaign=termopaneli_priozersk_cpa_search&utm_content=search&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,0.00,1,0,0.00,-,1,0.00,100.00,1.00,100.00,100.00,1.00,1.00,0.00,1.00
"Приозерский район, Поиск   от 25-07-2026",713047408,27.08.2026,Приозерский район,5776633358,Фраза,термопанели с клинкерной плиткой,-,0,-,0,как монтировать угловые клинкерные термопанели если закладные под дюбель расположены друг напротив друга и отверстие получаетсся в 30 мм от края газобетонного блока,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,,,,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,45-54 года,2–5%,Не определено,1916597733861553174,Активные,Комбинаторное,"Клинкерные термопанели, Приозерский р-н",Клинкерный фасад без мокрых работ. Монтаж зимой до −15 °C. ППС и ППУ. Звоните!,https://marmara-pro.ru?utm_source=yandex&utm_medium=cpc&utm_campaign=termopaneli_priozersk_cpa_search&utm_content=search&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,1.08,0.00,108.18,1.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,27.08.2026,Приозерский район,5776633358,Фраза,термопанели с клинкерной плиткой,-,0,-,0,как монтировать угловые клинкерные термопанели если закладные под дюбель расположены друг напротив друга и отверстие получаетсся в 30 мм от края газобетонного блока ведь есть вероятность сто газоблок отколется,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,Термопанели с клинкерной плиткой — КлинкерПрофи,,,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,45-54 года,2–5%,Не определено,1918168175770350076,Активные,Страницы каталога,Термопанели с клинкерной плиткой. Производство в Выборге,"Фасадные термопанели с клинкером. Производство в Выборге, доставка по СПб...",https://marmara-pro.ru/termo?utm_source=yandex&utm_medium=cpc&utm_campaign=termopaneli_priozersk_cpa_search&utm_content=search&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,5.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,27.08.2026,Приозерский район,5776633358,Фраза,термопанели с клинкерной плиткой,-,0,-,0,как монтировать угловые клинкерные термопанели если закладные под дюбель расположены друг напротив друга и отверстие получаетсся в 30 мм от края газобетонного блока ведь есть вероятность сто газоблок отколется а если сверлить под углом от края газоблока,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,Термопанели с клинкерной плиткой — КлинкерПрофи,,,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,45-54 года,2–5%,Не определено,1918168175770350076,Активные,Страницы каталога,Термопанели с клинкерной плиткой. Производство в Выборге,"Фасадные термопанели с клинкером. Производство в Выборге, доставка по СПб...",https://marmara-pro.ru/termo?utm_source=yandex&utm_medium=cpc&utm_campaign=termopaneli_priozersk_cpa_search&utm_content=search&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,5.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,27.08.2026,Приозерский район,5776633358,Фраза,термопанели с клинкерной плиткой,-,0,-,0,когда подрезается низ термопанели с клинкерной плиткой,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,,,,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,45-54 года,2–5%,Не определено,1916597733861553174,Активные,Комбинаторное,"Клинкерные термопанели, Приозерский р-н",Клинкерный фасад без мокрых работ. Монтаж зимой до −15 °C. ППС и ППУ. Звоните!,https://marmara-pro.ru?utm_source=yandex&utm_medium=cpc&utm_campaign=termopaneli_priozersk_cpa_search&utm_content=search&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.96,0.00,95.87,2.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,27.08.2026,Приозерский район,5776633358,Фраза,термопанели с клинкерной плиткой,-,0,-,0,когда подрезается низ термопанели с клинкерной плиткой,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,Термопанели с клинкерной плиткой — КлинкерПрофи,,,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,45-54 года,2–5%,Не определено,1918168175770350076,Активные,Страницы каталога,Термопанели с клинкерной плиткой. Производство в Выборге,"Фасадные термопанели с клинкером. Производство в Выборге, доставка по СПб...",https://marmara-pro.ru/termo?utm_source=yandex&utm_medium=cpc&utm_campaign=termopaneli_priozersk_cpa_search&utm_content=search&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.77,0.00,76.79,5.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,27.08.2026,Приозерский район,5776633358,Фраза,утепление фасада термопанелями,-,0,-,0,бакс термопанели фасадные как крепить,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Женский,25-34 года,6–10%,Не определено,1916597733861553174,Активные,Комбинаторное,Фасадные термопанели с клинкером,Клинкерные термопанели с утеплителем. Свой завод в Выборге. Расчёт фасада за 1 день.,https://marmara-pro.ru?utm_source=yandex&utm_medium=cpc&utm_campaign=termopaneli_priozersk_cpa_search&utm_content=search&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,0.00,0,0,-,-,1,-,0.00,0.96,0.00,96.14,2.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,27.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,,Сопутствующие запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,35-44 года,2–5%,Не определено,1916597733861553174,Активные,Комбинаторное,Термопанели для дома в Приозерске,Клинкерные термопанели с утеплителем. Свой завод в Выборге. Расчёт фасада за 1 день.,https://marmara-pro.ru?utm_source=yandex&utm_medium=cpc&utm_campaign=termopaneli_priozersk_cpa_search&utm_content=search&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,0.00,0,0,-,-,1,-,0.00,0.79,0.00,78.56,5.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,27.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,,Сопутствующие запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,35-44 года,2–5%,Не определено,1916597733861553174,Активные,Комбинаторное,Фасадные термопанели с утеплителем от 1 550 ₽/панель,Клинкерные термопанели с утеплителем. Свой завод в Выборге. Расчёт фасада за 1 день.,https://marmara-pro.ru?utm_source=yandex&utm_medium=cpc&utm_campaign=termopaneli_priozersk_cpa_search&utm_content=search&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.79,0.00,78.56,5.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,27.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,базальтовый утеплитель сотка купить,Сопутствующие запросы,Запросы без упоминания брендов,-,,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Женский,45-54 года,Остальные,Не определено,1916597733861553174,Активные,Комбинаторное,Фасадные термопанели с клинкером,Клинкерные термопанели с утеплителем. Свой завод в Выборге. Расчёт фасада за 1 день.,https://marmara-pro.ru?utm_source=yandex&utm_medium=cpc&utm_campaign=termopaneli_priozersk_cpa_search&utm_content=search&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.89,0.00,88.65,1.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,27.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,виды утеплителя для стен снаружи дома,Сопутствующие запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,25-34 года,6–10%,Не определено,1916597733861553174,Активные,Комбинаторное,"Клинкерные термопанели, Приозерский р-н",Клинкерные термопанели с утеплителем. Свой завод в Выборге. Расчёт фасада за 1 день.,https://marmara-pro.ru?utm_source=yandex&utm_medium=cpc&utm_campaign=termopaneli_priozersk_cpa_search&utm_content=search&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,5.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,27.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,как монтировать угловые клинкерные термопанели если закладные под дюбель расположены друг напротив друга и отверстие получаетсся в 30 мм от края газобетонного блока,Сопутствующие запросы,Запросы без упоминания брендов,-,,,,,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,45-54 года,2–5%,Не определено,1916597733861553174,Активные,Комбинаторное,Фасадные термопанели с клинкером,Клинкерные термопанели с утеплителем. Свой завод в Выборге. Расчёт фасада за 1 день.,https://marmara-pro.ru?utm_source=yandex&utm_medium=cpc&utm_campaign=termopaneli_priozersk_cpa_search&utm_content=search&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,1.03,0.00,103.46,1.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,27.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,как монтировать угловые клинкерные термопанели если закладные под дюбель расположены друг напротив друга и отверстие получаетсся в 30 мм от края газобетонного блока,Сопутствующие запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,45-54 года,2–5%,Не определено,1916597733861553174,Активные,Комбинаторное,Фасадные термопанели с клинкером,Клинкерные термопанели с утеплителем. Свой завод в Выборге. Расчёт фасада за 1 день.,https://marmara-pro.ru?utm_source=yandex&utm_medium=cpc&utm_campaign=termopaneli_priozersk_cpa_search&utm_content=search&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,2,-,0.00,2.00,0.00,100.00,5.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,27.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,как монтировать угловые клинкерные термопанели если закладные под дюбель расположены друг напротив друга и отверстие получаетсся в 30 мм от края газобетонного блока ведь есть вероятность сто газоблок отколется,Сопутствующие запросы,Запросы без упоминания брендов,-,,,,,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,45-54 года,2–5%,Не определено,1916597733861553174,Активные,Комбинаторное,Фасадные термопанели с клинкером,Клинкерные термопанели с утеплителем. Свой завод в Выборге. Расчёт фасада за 1 день.,https://marmara-pro.ru?utm_source=yandex&utm_medium=cpc&utm_campaign=termopaneli_priozersk_cpa_search&utm_content=search&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.92,0.00,91.89,1.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,27.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,как монтировать угловые клинкерные термопанели если закладные под дюбель расположены друг напротив друга и отверстие получаетсся в 30 мм от края газобетонного блока ведь есть вероятность сто газоблок отколется а если сверлить под углом от края газоблока,Сопутствующие запросы,Запросы без упоминания брендов,-,,,,,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,45-54 года,2–5%,Не определено,1916597733861553174,Активные,Комбинаторное,Фасадные термопанели с клинкером,Клинкерные термопанели с утеплителем. Свой завод в Выборге. Расчёт фасада за 1 день.,https://marmara-pro.ru?utm_source=yandex&utm_medium=cpc&utm_campaign=termopaneli_priozersk_cpa_search&utm_content=search&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.86,0.00,86.50,1.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,27.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,как утеплить распределительный водопроводный колодец,Сопутствующие запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Десктопы,Не определён,Мобильная связь,Мужской,45-54 года,Остальные,Не определено,1916597733861553174,Активные,Комбинаторное,Термопанели для дома в Приозерске,"Утепление и фасад. Завод в Выборге. Доставка в Приозерск, Сосново, Лосево. От 1 550 ₽",https://marmara-pro.ru?utm_source=yandex&utm_medium=cpc&utm_campaign=termopaneli_priozersk_cpa_search&utm_content=search&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.79,0.00,78.56,5.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,27.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,какой выбрать цвет дома под темной крышей,Сопутствующие запросы,Запросы без упоминания брендов,-,,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,1916597733861553174,Активные,Комбинаторное,Термопанели для дома в Приозерске,Клинкерные термопанели с утеплителем. Свой завод в Выборге. Расчёт фасада за 1 день.,https://marmara-pro.ru?utm_source=yandex&utm_medium=cpc&utm_campaign=termopaneli_priozersk_cpa_search&utm_content=search&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,1.16,0.00,115.76,2.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,27.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,какой выбрать цвет дома под темной крышей,Сопутствующие запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,1916597733861553174,Активные,Комбинаторное,"Клинкерные термопанели, Приозерский р-н",Клинкерные термопанели с утеплителем. Свой завод в Выборге. Расчёт фасада за 1 день.,https://marmara-pro.ru?utm_source=yandex&utm_medium=cpc&utm_campaign=termopaneli_priozersk_cpa_search&utm_content=search&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.17,5.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,27.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,купить несъемную опалубку для стен,Сопутствующие запросы,Запросы без упоминания брендов,-,,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,1916597733861553174,Активные,Комбинаторное,Фасадные термопанели с утеплителем от 1 550 ₽/панель,Клинкерные термопанели с утеплителем. Свой завод в Выборге. Расчёт фасада за 1 день.,https://marmara-pro.ru?utm_source=yandex&utm_medium=cpc&utm_campaign=termopaneli_priozersk_cpa_search&utm_content=search&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.47,0.00,47.05,3.00,-,-,-
