Название кампании,№ Кампании,День,Название группы,№ Группы,Тип условия показа,Ключевая фраза,Условие подбора аудитории,Условие подбора аудитории,Название корректировки,Корректировки,Поисковый запрос,Категория запроса,Упоминания брендов в запросах,Тип соответствия,Подобранная фраза,Название товара или каталога,Производитель товара,Категория товара,Тип площадки,Вид размещения,Тематика телеграм-канала,Тип устройства,Тип операционной системы,Тип связи,Пол,Возраст,Уровень платежеспособности,Уровень трат в категории,№ Объявления,Статус объявления,Тип объявления,Заголовок,Текст,Ссылка,Путь до изображения,Название файла изображения,Идентификатор видео,Путь до превью видео,Формат,Источник текста,"Расход, ₽",Клики,Конверсии,"CR, %","CPA, ₽",Показы,"CPC, ₽","CTR, %",Взвешенные показы,"Взвешенный CTR, %",Ср. объём трафика,Ср. позиция показа,Ср. позиция клика,"Отказы, %",Глубина просмотра
Термопанели в Выборге,712773255,18.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,,,,Сети,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,1915802398259215246,Активные,Комбинаторное,"Термопанели в Выборге - завод на Ленина, 11",Свое производство в Выборге. Приезжайте на образцы. Бесплатная доставка по району.,https://marmara-pro.ru?utm_content=commerce&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5245050/6C6d0cQ-RdpqlPYUtMZQkw,пример 2.jpg,1163322157,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20941197/1d06a155-09ca-4034-b8a4-ad411694a4d7/orig,Видео,Оригинальный,0.00,0,0,-,-,3,-,0.00,3.00,0.00,100.00,-,-,-,-
Термопанели в Выборге,712773255,18.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,1915802398259215246,Активные,Комбинаторное,Термопанели с клинкером - собственный завод в Выборге,Без посредников - завод. 60+ видов декора. Доставка по Ленобласти.,https://marmara-pro.ru?utm_content=commerce&utm_term={PHRASE},http://direct.yandex.ru/images/direct/4298071/skS6Zjow652PazB91P1Ung,плитка 01.jpg,1163321614,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20873747/75477b03-780e-4e10-adff-81a72fc688af/orig,Текстово-графический,Оригинальный,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,-,-,-,-
Термопанели в Выборге,712773255,18.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,45-54 года,Остальные,Не определено,1915802398259215246,Активные,Комбинаторное,Купить термопанели в Выборге напрямую,Свое производство в Выборге. Приезжайте на образцы. Бесплатная доставка по району.,https://marmara-pro.ru?utm_content=commerce&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5250956/5XPY7aqvM1xRQF8e4uTrqg,карусель 4-3_06.jpg,1163321614,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20873747/75477b03-780e-4e10-adff-81a72fc688af/orig,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,-,-,-,-
Термопанели в Выборге,712773255,18.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,45-54 года,Остальные,Не определено,1915802398259215246,Активные,Комбинаторное,Купить термопанели в Выборге напрямую,Свое производство в Выборге. Приезжайте на образцы. Бесплатная доставка по району.,https://marmara-pro.ru?utm_content=commerce&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5250956/5XPY7aqvM1xRQF8e4uTrqg,карусель 4-3_06.jpg,1163321614,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20873747/75477b03-780e-4e10-adff-81a72fc688af/orig,Видео,Оригинальный,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,-,-,-,-
Термопанели в Выборге,712773255,18.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,Старше 55,Остальные,Не определено,1915802398259215246,Активные,Комбинаторное,Клинкерные термопанели - производство Выборг,Свое производство в Выборге. Приезжайте на образцы. Бесплатная доставка по району.,https://marmara-pro.ru?utm_content=commerce&utm_term={PHRASE},http://direct.yandex.ru/images/direct/4298071/skS6Zjow652PazB91P1Ung,плитка 01.jpg,1163322157,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20941197/1d06a155-09ca-4034-b8a4-ad411694a4d7/orig,Текстово-графический,Оригинальный,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,-,-,-,-
Термопанели в Выборге,712773255,18.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,Старше 55,Остальные,Не определено,1915802398259215246,Активные,Комбинаторное,Купить термопанели в Выборге напрямую,Свое производство в Выборге. Приезжайте на образцы. Бесплатная доставка по району.,https://marmara-pro.ru?utm_content=commerce&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5250956/5XPY7aqvM1xRQF8e4uTrqg,карусель 4-3_06.jpg,1163321614,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20873747/75477b03-780e-4e10-adff-81a72fc688af/orig,Текстово-графический,Оригинальный,0.00,0,0,-,-,2,-,0.00,2.00,0.00,100.00,-,-,-,-
Термопанели в Выборге,712773255,18.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,,,,Сети,Прочее,Не определено,Смартфоны,Android,Мобильная связь,Женский,Старше 55,Остальные,Не определено,1915802398259215246,Активные,Комбинаторное,Клинкерные термопанели - производство Выборг,Без посредников - завод. 60+ видов декора. Доставка по Ленобласти.,https://marmara-pro.ru?utm_content=commerce&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5245050/6C6d0cQ-RdpqlPYUtMZQkw,пример 2.jpg,1163322157,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20941197/1d06a155-09ca-4034-b8a4-ad411694a4d7/orig,Видео,Оригинальный,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,-,-,-,-
Термопанели в Выборге,712773255,18.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,,,,Сети,Прочее,Не определено,Смартфоны,Android,Мобильная связь,Женский,Старше 55,Остальные,Не определено,1915802398259215246,Активные,Комбинаторное,Клинкерные термопанели - производство Выборг,Без посредников - завод. 60+ видов декора. Доставка по Ленобласти.,https://marmara-pro.ru?utm_content=commerce&utm_term={PHRASE},http://direct.yandex.ru/images/direct/6195656/qVbV_RGwHrqBiQiD1NgoCw,бейджик (1).jpg,1163322157,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20941197/1d06a155-09ca-4034-b8a4-ad411694a4d7/orig,Текстово-графический,Оригинальный,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,-,-,-,-
Термопанели в Выборге,712773255,18.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,завод сип панелей сертолово,Альтернативные запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,6–10%,Не определено,1915802398259215246,Активные,Комбинаторное,Производитель термопанелей в Ленобласти,Клинкерная плитка+утеплитель в одной панели. Оплата в два этапа. Звоните!,https://marmara-pro.ru?utm_content=commerce&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,0.00,0,0,-,-,1,-,0.00,0.09,0.00,8.50,5.00,-,-,-
Термопанели в Выборге,712773255,18.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,как называется материал для обшивки цоколя из пенопласта и гипса,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Wi-Fi,Женский,45-54 года,2–5%,Не определено,1915802398259215246,Активные,Комбинаторное,Термопанели с клинкером - собственный завод в Выборге,Клинкерная плитка+утеплитель в одной панели. Оплата в два этапа. Звоните!,https://marmara-pro.ru?utm_content=commerce&utm_term={PHRASE},http://direct.yandex.ru/images/direct/6195656/qVbV_RGwHrqBiQiD1NgoCw,бейджик (1).jpg,-,-,Текстово-графический,Оригинальный,0.00,0,0,-,-,1,-,0.00,0.88,0.00,88.34,2.00,-,-,-
Термопанели в Выборге,712773255,18.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,как утеплить лоджию,Сопутствующие запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,Старше 55,6–10%,Не определено,1915802398259215246,Активные,Комбинаторное,Гарантия до 5 лет на термопанели,Свое производство в Выборге. Приезжайте на образцы. Бесплатная доставка по району.,https://marmara-pro.ru?utm_content=commerce&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.77,0.00,76.79,5.00,-,-,-
Термопанели в Выборге,712773255,18.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,клинкерные термопанели для наружной отделки дома в спб,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,45-54 года,2–5%,Не определено,1915802398259215246,Активные,Комбинаторное,Клинкерные термопанели - производство Выборг,Клинкерная плитка+утеплитель в одной панели. Оплата в два этапа. Звоните!,https://marmara-pro.ru?utm_content=commerce&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,1,0,0.00,-,1,0.00,100.00,0.57,175.93,56.84,3.00,3.00,0.00,1.00
Термопанели в Выборге,712773255,18.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,купить клинкерную плитку т коричневую 240х70х7,Альтернативные запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,25-34 года,2–5%,Не определено,1915802398259215246,Активные,Комбинаторное,Термопанели с клинкером - собственный завод в Выборге,Клинкерная плитка+утеплитель в одной панели. Оплата в два этапа. Звоните!,https://marmara-pro.ru?utm_content=commerce&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,0.00,0,0,-,-,1,-,0.00,0.09,0.00,8.50,5.00,-,-,-
Термопанели в Выборге,712773255,18.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,купить фасадные панели в гомеле,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,1915802398259215246,Активные,Комбинаторное,"Термопанели в Выборге - завод на Ленина, 11",Свое производство в Выборге. Приезжайте на образцы. Бесплатная доставка по району.,https://marmara-pro.ru?utm_content=commerce&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,0.00,0,0,-,-,2,-,0.00,1.09,0.00,54.58,7.00,-,-,-
Термопанели в Выборге,712773255,18.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,недорогие варианты утепления террасы,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,6–10%,Не определено,1915802398259215246,Активные,Комбинаторное,Производитель термопанелей в Ленобласти,Свое производство в Выборге. Приезжайте на образцы. Бесплатная доставка по району.,https://marmara-pro.ru?utm_content=commerce&utm_term={PHRASE},http://direct.yandex.ru/images/direct/4298071/skS6Zjow652PazB91P1Ung,плитка 01.jpg,-,-,Текстово-графический,Оригинальный,0.00,0,0,-,-,1,-,0.00,0.05,0.00,5.24,21.00,-,-,-
Термопанели в Выборге,712773255,18.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,панели для утепления дома наружные,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,45-54 года,6–10%,Не определено,1915802398259215246,Активные,Комбинаторное,Производитель термопанелей в Ленобласти,Клинкерная плитка+утеплитель в одной панели. Оплата в два этапа. Звоните!,https://marmara-pro.ru?utm_content=commerce&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,0.00,0,0,-,-,1,-,0.00,0.85,0.00,84.88,5.00,-,-,-
Термопанели в Выборге,712773255,18.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,плита цементная 8 мм knauf аквапанель 900x1200 мм 1.08 м2,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,-,,,,,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,1915802398259215246,Активные,Комбинаторное,"Термопанели в Выборге - завод на Ленина, 11",Клинкерная плитка+утеплитель в одной панели. Оплата в два этапа. Звоните!,https://marmara-pro.ru?utm_content=commerce&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.51,0.00,50.57,2.00,-,-,-
Термопанели в Выборге,712773255,18.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,плитка клинкерная от производителя заказать,Широкие запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Не определен,Не определен,Остальные,Не определено,1915802398259215246,Активные,Комбинаторное,Клинкерные термопанели - производство Выборг,Клинкерная плитка+утеплитель в одной панели. Оплата в два этапа. Звоните!,https://marmara-pro.ru?utm_content=commerce&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,0.00,0,0,-,-,1,-,0.00,0.06,0.00,5.58,-,-,-,-
Термопанели в Выборге,712773255,18.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,профиль стартовый для термопанелей,Сопутствующие запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,6–10%,Не определено,1915802398259215246,Активные,Комбинаторное,Производитель термопанелей в Ленобласти,Клинкерная плитка+утеплитель в одной панели. Оплата в два этапа. Звоните!,https://marmara-pro.ru?utm_content=commerce&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,0.00,0,0,-,-,1,-,0.00,0.09,0.00,8.50,5.00,-,-,-
Термопанели в Выборге,712773255,18.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,термопанели купить двс ап,Целевые запросы,Запросы с упоминанием брендов конкурентов,-,,,,,Поиск,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,Не определен,Остальные,Не определено,1915802398259215246,Активные,Комбинаторное,Гарантия до 5 лет на термопанели,Свое производство в Выборге. Приезжайте на образцы. Бесплатная доставка по району.,https://marmara-pro.ru?utm_content=commerce&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.55,0.00,54.58,7.00,-,-,-
Термопанели в Выборге,712773255,18.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,термопанели купить двс ап,Целевые запросы,Запросы с упоминанием брендов конкурентов,-,,,,,Поиск,Товарная галерея,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,Не определен,Остальные,Не определено,1915802398259215246,Активные,Комбинаторное,Гарантия до 5 лет на термопанели,Свое производство в Выборге. Приезжайте на образцы. Бесплатная доставка по району.,https://marmara-pro.ru?utm_content=commerce&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5442016/qtxMfdimB3EKymbW9TWLzQ,термопанель.png,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.68,0.00,67.76,3.00,-,-,-
Термопанели в Выборге,712773255,18.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,терморустик панели,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,-,,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,1915802398259215246,Активные,Комбинаторное,"Термопанели в Выборге - завод на Ленина, 11",Свое производство в Выборге. Приезжайте на образцы. Бесплатная доставка по району.,https://marmara-pro.ru?utm_content=commerce&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,0.47,0.00,46.54,3.00,-,-,-
Термопанели в Выборге,712773255,18.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,уличные реечные панели,Узкие запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,45-54 года,6–10%,Не определено,1915802398259215246,Активные,Комбинаторное,Производитель термопанелей в Ленобласти,Без посредников - завод. 60+ видов декора. Доставка по Ленобласти.,https://marmara-pro.ru?utm_content=commerce&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,5.00,-,-,-
Термопанели в Выборге,712773255,18.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,фасадные панели для наружной отделки дома,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,1915802398259215246,Активные,Комбинаторное,Гарантия до 5 лет на термопанели,Свое производство в Выборге. Приезжайте на образцы. Бесплатная доставка по району.,https://marmara-pro.ru?utm_content=commerce&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,0.00,0,0,-,-,1,-,0.00,0.55,0.00,54.58,7.00,-,-,-
Термопанели в Выборге,712773255,18.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,цокольные панели для фундамента,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Женский,45-54 года,Остальные,Не определено,1915802398259215246,Активные,Комбинаторное,Производитель термопанелей в Ленобласти,Свое производство в Выборге. Приезжайте на образцы. Бесплатная доставка по району.,https://marmara-pro.ru?utm_content=commerce&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,0.00,0,0,-,-,1,-,0.00,0.45,0.00,44.58,8.00,-,-,-
Термопанели в Выборге,712773255,18.08.2026,Группа 1 - коммерческая,5773901452,Автотаргетинг,,-,0,-,0,цокольные термопанели под камень,Узкие запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,1915802398259215246,Активные,Комбинаторное,Производитель термопанелей в Ленобласти,Клинкерная плитка+утеплитель в одной панели. Оплата в два этапа. Звоните!,https://marmara-pro.ru?utm_content=commerce&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,0.00,0,0,-,-,1,-,0.00,0.06,0.00,6.31,-,-,-,-
Термопанели в Выборге,712773255,18.08.2026,Группа 2 - Гео (ключевая),5773898865,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,25-34 года,2–5%,Не определено,1915800871397818629,Активные,Комбинаторное,"Термопанели в Выборге - завод на Ленина, 11",Клинкерная плитка+утеплитель в одной панели. Оплата в два этапа. Звоните!,https://marmara-pro.ru?utm_content=zavod&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5442016/qtxMfdimB3EKymbW9TWLzQ,термопанель.png,1163322157,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20941197/1d06a155-09ca-4034-b8a4-ad411694a4d7/orig,Текстово-графический,Оригинальный,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,-,-,-,-
Термопанели в Выборге,712773255,18.08.2026,Группа 2 - Гео (ключевая),5773898865,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,1915800871397818629,Активные,Комбинаторное,Купить термопанели в Выборге напрямую,Клинкерная плитка+утеплитель в одной панели. Оплата в два этапа. Звоните!,https://marmara-pro.ru?utm_content=zavod&utm_term={PHRASE},http://direct.yandex.ru/images/direct/4298071/skS6Zjow652PazB91P1Ung,плитка 01.jpg,1163322157,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20941197/1d06a155-09ca-4034-b8a4-ad411694a4d7/orig,Видео,Оригинальный,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,-,-,-,-
Термопанели в Выборге,712773255,18.08.2026,Группа 2 - Гео (ключевая),5773898865,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,1915800871397818629,Активные,Комбинаторное,Купить термопанели в Выборге напрямую,Клинкерная плитка+утеплитель в одной панели. Оплата в два этапа. Звоните!,https://marmara-pro.ru?utm_content=zavod&utm_term={PHRASE},http://direct.yandex.ru/images/direct/4298071/skS6Zjow652PazB91P1Ung,плитка 01.jpg,1163322157,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20941197/1d06a155-09ca-4034-b8a4-ad411694a4d7/orig,Текстово-графический,Автоматический,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,-,-,-,-
Термопанели в Выборге,712773255,18.08.2026,Группа 2 - Гео (ключевая),5773898865,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,45-54 года,Остальные,Не определено,1915800871397818629,Активные,Комбинаторное,Производитель термопанелей в Ленобласти,Свое производство в Выборге. Приезжайте на образцы. Бесплатная доставка по району.,https://marmara-pro.ru?utm_content=zavod&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5250956/5XPY7aqvM1xRQF8e4uTrqg,карусель 4-3_06.jpg,1163322157,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20941197/1d06a155-09ca-4034-b8a4-ad411694a4d7/orig,Текстово-графический,Оригинальный,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,-,-,-,-
Термопанели в Выборге,712773255,18.08.2026,Группа 2 - Гео (ключевая),5773898865,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,Старше 55,Остальные,Не определено,1915800871397818629,Активные,Комбинаторное,Купить термопанели в Выборге напрямую,Клинкерная плитка+утеплитель в одной панели. Оплата в два этапа. Звоните!,https://marmara-pro.ru?utm_content=zavod&utm_term={PHRASE},http://direct.yandex.ru/images/direct/4298071/skS6Zjow652PazB91P1Ung,плитка 01.jpg,1163322157,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20941197/1d06a155-09ca-4034-b8a4-ad411694a4d7/orig,Видео,Автоматический,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,-,-,-,-
Термопанели в Выборге,712773255,18.08.2026,Группа 2 - Гео (ключевая),5773898865,Автотаргетинг,,-,0,-,0,искусственная каменная панель для отделки стен,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,1915800871397818629,Активные,Комбинаторное,Гарантия до 5 лет на термопанели,Свое производство в Выборге. Приезжайте на образцы. Бесплатная доставка по району.,https://marmara-pro.ru?utm_content=zavod&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,0.00,0,0,-,-,1,-,0.00,0.55,0.00,54.58,7.00,-,-,-
Термопанели в Выборге,712773255,18.08.2026,Группа 2 - Гео (ключевая),5773898865,Автотаргетинг,,-,0,-,0,керамическая фасадная плитка для наружной отделки дома,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Десктопы,Не определён,Мобильная связь,Женский,25-34 года,2–5%,Не определено,1915800871397818629,Активные,Комбинаторное,Клинкерные термопанели - производство Выборг,Свое производство в Выборге. Приезжайте на образцы. Бесплатная доставка по району.,https://marmara-pro.ru?utm_content=zavod&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,0.00,0,0,-,-,1,-,0.00,0.45,0.00,44.58,8.00,-,-,-
Термопанели в Выборге,712773255,18.08.2026,Группа 2 - Гео (ключевая),5773898865,Автотаргетинг,,-,0,-,0,керамическая фасадная плитка для наружной отделки дома,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Товарная галерея,Не определено,Десктопы,Не определён,Мобильная связь,Женский,25-34 года,2–5%,Не определено,1915800871397818629,Активные,Комбинаторное,Клинкерные термопанели - производство Выборг,Свое производство в Выборге. Приезжайте на образцы. Бесплатная доставка по району.,https://marmara-pro.ru?utm_content=zavod&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5250956/5XPY7aqvM1xRQF8e4uTrqg,карусель 4-3_06.jpg,-,-,Текстово-графический,Оригинальный,0.00,0,0,-,-,1,-,0.00,0.08,0.00,7.94,16.00,-,-,-
Термопанели в Выборге,712773255,18.08.2026,Группа 2 - Гео (ключевая),5773898865,Автотаргетинг,,-,0,-,0,плитка из искусственного камня для наружной отделки,Целевые запросы,Запросы без упоминания брендов,-,,,,,Поиск,Товарная галерея,Не определено,Десктопы,Не определён,Wi-Fi,Женский,Старше 55,Остальные,Не определено,1915800871397818629,Активные,Комбинаторное,Клинкерные термопанели - производство Выборг,Свое производство в Выборге. Приезжайте на образцы. Бесплатная доставка по району.,https://marmara-pro.ru?utm_content=zavod&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5250956/5XPY7aqvM1xRQF8e4uTrqg,карусель 4-3_06.jpg,-,-,Текстово-графический,Оригинальный,0.00,0,0,-,-,1,-,0.00,0.06,0.00,5.76,30.00,-,-,-
Термопанели в Выборге,712773255,18.08.2026,Группа 2 - Гео (ключевая),5773898865,Автотаргетинг,,-,0,-,0,стройтовары выборг,Широкие запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Смартфоны,iOS,Мобильная связь,Женский,Старше 55,6–10%,Не определено,1915800871397818629,Активные,Комбинаторное,Бесплатная доставка по Выборгскому району,Клинкерная плитка+утеплитель в одной панели. Оплата в два этапа. Звоните!,https://marmara-pro.ru?utm_content=zavod&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,0.00,0,0,-,-,1,-,0.00,0.09,0.00,8.50,5.00,-,-,-
Термопанели в Выборге,712773255,18.08.2026,Группа 2 - Гео (ключевая),5773898865,Автотаргетинг,,-,0,-,0,стройтовары выборг,Широкие запросы,Запросы без упоминания брендов,-,,,,,Поиск,Прочее,Не определено,Смартфоны,iOS,Мобильная связь,Женский,Старше 55,6–10%,Не определено,1915800871397818629,Активные,Комбинаторное,Бесплатная доставка по Выборгскому району,Свое производство в Выборге. Приезжайте на образцы. Бесплатная доставка по району.,https://marmara-pro.ru?utm_content=zavod&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,0.00,0,0,-,-,1,-,0.00,0.09,0.00,8.50,5.00,-,-,-
