Название кампании,№ Кампании,День,Название группы,№ Группы,Тип условия показа,Ключевая фраза,Условие подбора аудитории,Условие подбора аудитории,Название корректировки,Корректировки,Поисковый запрос,Категория запроса,Упоминания брендов в запросах,Тип соответствия,Подобранная фраза,№ Объявления,Тип объявления,Заголовок,Название товара или каталога,Производитель товара,Категория товара,Тип площадки,Вид размещения,Тематика телеграм-канала,Тип устройства,Тип операционной системы,Тип связи,Пол,Возраст,Уровень платежеспособности,Уровень трат в категории,"Расход, ₽",Клики,Конверсии,"CR, %","CPA, ₽",Показы,"CPC, ₽","CTR, %",Взвешенные показы,"Взвешенный CTR, %",Ср. объём трафика,Ср. позиция показа,Ср. позиция клика,"Отказы, %",Глубина просмотра
"Приозерский район, Поиск   от 25-07-2026",713047408,15.08.2026,Приозерский район,5776633358,Фраза,фасадные панели с утеплителем,-,0,-,0,термопанели бакс сколько весит одна панель крупный камень к бд,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,1918168175770350076,Страницы каталога,Термопанели с клинкерной плиткой. Производство в Выборге,Термопанели с клинкерной плиткой — КлинкерПрофи,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.92,0.00,91.54,1.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,15.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,,Альтернативные запросы,Запросы без упоминания брендов,-,,1916597733861553174,Комбинаторное,Утепление фасада термопанелями,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.79,0.00,78.56,5.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,15.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,,Альтернативные запросы,Запросы без упоминания брендов,-,,1918168175770350076,Страницы каталога,Термопанели с клинкерной плиткой. Производство в Выборге,Термопанели с клинкерной плиткой — КлинкерПрофи,,,Поиск,Прочее,Не определено,Планшеты,iOS,Wi-Fi,Мужской,Старше 55,Топ 1%,Не определено,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,5.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,15.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,,Сопутствующие запросы,Запросы без упоминания брендов,-,,1916597733861553174,Комбинаторное,Клинкерные термопанели — КлинкерПрофи,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,25-34 года,6–10%,Не определено,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,5.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,15.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,,Сопутствующие запросы,Запросы без упоминания брендов,-,,1916597733861553174,Комбинаторное,Фасадные термопанели с клинкером,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.77,0.00,76.79,5.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,15.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,,Сопутствующие запросы,Запросы без упоминания брендов,-,,1918168175770350076,Страницы каталога,Термопанели с клинкерной плиткой. Производство в Выборге,Термопанели с клинкерной плиткой — КлинкерПрофи,,,Поиск,Прочее,Не определено,Планшеты,iOS,Wi-Fi,Мужской,Старше 55,Топ 1%,Не определено,0.00,0,0,-,-,1,-,0.00,1.00,0.00,100.00,5.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,15.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,алюкабонд,Альтернативные запросы,Запросы без упоминания брендов,-,,1916597733861553174,Комбинаторное,Фасадные термопанели с клинкером,,,,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Женский,35-44 года,6–10%,Не определено,0.00,0,0,-,-,1,-,0.00,0.38,0.00,37.87,3.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,15.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,база ларионово строительная каталог,Широкие запросы,Запросы без упоминания брендов,-,,1916597733861553174,Комбинаторное,Производство в Выборге — доставка в район,,,,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Женский,Старше 55,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.88,0.00,88.08,1.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,15.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,база ларионово строительная каталог,Широкие запросы,Запросы без упоминания брендов,-,,1916597733861553174,Комбинаторное,Производство в Выборге — доставка в район,,,,Поиск,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Женский,Старше 55,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,1.18,0.00,117.93,5.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,15.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,белтермо для каркасного дома цена,Альтернативные запросы,Запросы без упоминания брендов,-,,1916597733861553174,Комбинаторное,Термопанели для дома в Приозерске,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,0.00,0,0,-,-,2,-,0.00,1.61,0.00,80.41,1.00,-,-,-
"Приозерский район, Поиск   от 25-07-2026",713047408,15.08.2026,Приозерский район,5776633358,Автотаргетинг,,-,0,-,0,белтермо для каркасного дома цена,Альтернативные запросы,Запросы без упоминания брендов,-,,1916597733861553174,Комбинаторное,Термопанели для дома в Приозерске,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,1.37,0.00,136.92,5.00,-,-,-
